par_id,rmse,nse,r,re,mae,LL
p0889,0.944896884585596,0.93435129057504,0.97149945278505,0.0117231144472236,0.738083240239423,13373.9540559875
p0890,1.22311794925727,0.889999657442738,0.959589423521953,-0.0732901548576585,1.00590244293896,18406.4135157616
p0891,1.33811375277084,0.868343159948677,0.942104311312548,-0.0468288420436786,1.07552431006922,20863.7175197529
p0892,2.08905622395867,0.679108941561452,0.865858512201411,0.0633211236286111,1.51882136855649,42335.6107777752
p0893,1.3636524067569,0.863269713035842,0.948097475542907,-0.0777403638034577,1.13060929946832,21439.3877737432
p0894,0.838760736485661,0.948271064267027,0.976867340385282,0.0117063659384853,0.658677352890071,11794.5151075908
p0895,2.17549139001091,0.652005727385627,0.956885610613457,0.156738489554083,1.74568304301845,45410.9389435395
p0896,2.40048289587786,0.576303779161436,0.93712912970977,0.153366438776444,1.79409992389727,54000.6335851713
p0897,2.69570802444298,0.465677993314864,0.77117610662943,0.0286795981561091,1.97704063836563,66553.0413131533
p0898,3.0245471045563,0.327367164923151,0.919733220642213,0.20505687466426,2.26494670701397,82246.7956931274
p0899,1.24335225664797,0.886330033373767,0.952879580598143,-0.0602480979622238,1.00940691815573,18822.7958010457
p0900,1.45063053593018,0.845271259998793,0.968955585844917,0.0918691309003508,1.15135956952957,23481.6233995973
p0901,1.56697827126506,0.819455897275751,0.946451029871779,-0.112129572622962,1.30570784216831,26410.8225557036
p0902,1.24897777864053,0.885299111542024,0.951246776689511,-0.0557374024719757,1.02236607308506,18939.7717038037
p0903,0.908631743162908,0.939293783225037,0.97108868292495,-0.013928214364308,0.756458777309771,12813.1428268463
p0904,1.62491539634312,0.805858283077376,0.918235815455539,0.0581115523029813,1.16461447731776,27953.7069405659
p0905,1.87753980324108,0.740799602037986,0.962483819538608,0.135689639280261,1.50242312077611,35335.7389361059
p0906,1.92235533014544,0.72827806977184,0.934174769297546,0.0878830666795958,1.40559141094962,36756.5232241537
p0907,1.17984684304233,0.897645102369758,0.980485761826545,-0.0949821409151377,0.976019443311852,17538.9056264266
p0908,2.9636662132184,0.354173387766229,0.854238756000547,-0.204884612647825,2.26126741026872,79205.1663279799
p0909,2.07917352306703,0.682137839632037,0.943988375145696,0.124600824616573,1.54680224347827,41991.9299328661
p0910,2.50788886001712,0.537540259356391,0.927894884489559,0.154616569881912,1.84248107106089,58399.0249894997
p0911,1.39060322187808,0.857811713314899,0.941935862953434,-0.0680723415894807,1.14067365716418,22058.6921913544
p0912,2.19196101123293,0.646716781174083,0.945816011646091,0.166517310343748,1.67164302559889,46011.0613181795
p0913,1.12476215225225,0.906979483451427,0.963571799779858,0.0505292808971454,0.80709324613505,16479.7587346886
p0914,1.18458888131408,0.896820679699086,0.966541015562433,0.0450829997577837,0.927889367422275,17632.45062973
p0915,1.78501934274504,0.765715686309727,0.913394009588198,-0.0811203658899123,1.33195482402718,32508.5784656039
p0916,1.45541791902022,0.844248300612885,0.934992285088387,0.00132684083728116,1.12328733029142,23597.6958252331
p0917,1.67234863607582,0.794358388152635,0.960883591517405,0.10197327723219,1.29681926232431,29258.5688117801
p0918,2.33172863455572,0.600227081482477,0.858428380855778,0.102972998298951,1.66312618754221,51286.1213886211
p0919,1.44228853561274,0.847045710320871,0.937714941825253,0.0102221862565418,1.10955217272533,23280.2813366658
p0920,3.43556958052169,0.132129640533356,0.662168556209426,-0.117636319778227,2.54105488149357,104399.867792804
p0921,1.13254178022857,0.905688245666224,0.983489374541115,-0.0840931096670682,0.928197477514229,16626.2719822973
p0922,0.871486228541725,0.944155756003111,0.976816110359785,0.0297458704513715,0.664712930378554,12261.4679690751
p0923,1.38390731615689,0.859177720763367,0.939199236273751,-0.053956214732853,1.12649700161336,21903.6950329486
