"",-46.500,-46.000,-45.500,-45.000,-44.500,-44.000,-43.500,-43.000,-42.500,-42.000,-41.500,-41.000,-40.500,-40.000,-39.500,-39.000,-38.500,-38.000,-37.500,-37.000,-36.500,-36.000,-35.500,-35.000,-34.500,-34.000,-33.500,-33.000,-32.500,-32.000,-31.500,-31.000,-30.500,-30.000,-29.500,-29.000,-28.500,-28.000,-27.500,-27.000,-26.500,-26.000,-25.500,-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
0.0000,NaN,NaN,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.2000E+001,-3.1841E+001,-3.1143E+001,-3.0429E+001,-2.9714E+001,-2.9000E+001,-2.8286E+001,-2.7571E+001,-2.6857E+001,-2.6143E+001,-2.5429E+001,-2.4714E+001,-2.4000E+001,-2.3286E+001,-2.2572E+001,-2.1900E+001,-2.1400E+001,-2.0900E+001,-2.0400E+001,-1.9900E+001,-1.9400E+001,-1.8900E+001,-1.8401E+001,-1.7920E+001,-1.7520E+001,-1.7120E+001,-1.6720E+001,-1.6320E+001,-1.5920E+001,-1.5520E+001,-1.5120E+001,-1.4720E+001,-1.4319E+001,-1.3900E+001,-1.3400E+001,-1.2900E+001,-1.2400E+001,-1.1900E+001,-1.1400E+001,-1.0900E+001,-1.0400E+001,-9.9000E+000,-9.4000E+000,-8.9000E+000,-8.3989E+000,-7.8659E+000,-7.1951E+000,-6.5244E+000,-5.8537E+000,-5.1829E+000,-4.5122E+000,-3.8415E+000,-3.1707E+000,-2.5000E+000
1.0000,NaN,NaN,9.6188E-012,7.1329E-012,6.7017E-012,6.2552E-012,5.5502E-012,4.6884E-012,3.7295E-012,2.6910E-012,1.1092E-012,1.7239E-013,9.6885E-015,3.7566E-015,6.6987E-015,2.7565E-013,5.6320E-010,1.6841E-010,2.4501E-010,5.2762E-010,6.7736E-011,9.3037E-013,1.3656E-009,3.3815E-009,3.7103E-010,9.2624E-010,9.6852E-011,3.0791E-014,4.4717E-016,6.9724E-016,4.4231E-014,1.0934E-011,3.7938E-009,3.6572E-008,8.9401E-008,1.0756E-007,1.1472E-007,1.1753E-007,1.1678E-007,1.1345E-007,1.0800E-007,1.0133E-007,9.5881E-008,9.2965E-008,9.2526E-008,9.2048E-008,8.9805E-008,8.5078E-008,7.7755E-008,6.4583E-008,1.8901E-008,3.7210E-010,2.8007E-012,6.9972E-014,4.9280E-014,1.1095E-013,1.2163E-011,1.0687E-009,2.1181E-008,4.4906E-008,5.1954E-008,3.0495E-008,1.6925E-008,8.4916E-009,5.1985E-009,3.7049E-009,2.9221E-009,2.4478E-009,2.1313E-009,2.0705E-009,3.2919E-009,5.1052E-009,7.5079E-009,1.0484E-008,1.4715E-008,1.9693E-008,2.6223E-008,3.8518E-008,5.3850E-008,7.2792E-008,9.3966E-008,1.1709E-007,1.4452E-007,1.7743E-007,2.1696E-007,2.6571E-007,3.2679E-007,4.0608E-007,5.1153E-007,6.6065E-007,8.9890E-007,1.3502E-006,2.2212E-006,3.3761E-006
2.0000,NaN,NaN,1.4834E-012,1.6145E-012,2.0369E-012,2.3906E-012,3.1483E-012,8.0147E-012,4.8399E-011,2.0667E-010,4.3802E-010,6.9393E-010,9.8776E-010,1.4062E-009,2.1723E-009,3.4268E-009,5.1523E-009,7.1707E-009,8.7245E-009,9.9717E-009,1.1175E-008,1.2341E-008,1.3406E-008,1.4235E-008,1.4339E-008,1.3290E-008,1.1213E-008,8.3993E-009,6.3284E-009,6.0572E-009,8.4500E-009,9.4835E-009,1.0619E-008,1.2401E-008,1.4061E-008,1.5897E-008,1.7621E-008,1.9683E-008,2.2531E-008,2.5495E-008,2.8213E-008,2.8068E-008,2.6861E-008,2.6756E-008,2.7229E-008,2.7182E-008,2.6838E-008,2.5995E-008,2.4947E-008,2.4743E-008,2.5109E-008,2.6172E-008,2.7773E-008,2.9113E-008,3.0580E-008,3.2096E-008,3.3922E-008,3.5754E-008,3.7958E-008,4.0307E-008,4.2701E-008,4.3601E-008,4.3938E-008,4.5064E-008,4.6793E-008,4.9430E-008,5.2793E-008,5.6755E-008,6.1338E-008,6.6424E-008,7.2121E-008,7.8343E-008,8.5176E-008,9.2463E-008,1.0007E-007,1.0765E-007,1.1583E-007,1.2546E-007,1.3688E-007,1.5063E-007,1.6581E-007,1.8154E-007,1.9844E-007,2.1726E-007,2.3920E-007,2.6608E-007,3.0036E-007,3.4601E-007,4.0796E-007,4.9798E-007,6.4699E-007,9.4010E-007,1.5327E-006,2.3742E-006
3.0000,NaN,NaN,6.2212E-008,1.3493E-007,3.9617E-007,4.3690E-007,2.9649E-007,2.0737E-007,1.5068E-007,1.0401E-007,7.1941E-008,5.5163E-008,4.7303E-008,4.4305E-008,4.3374E-008,4.2684E-008,4.2169E-008,4.2447E-008,4.3576E-008,4.5922E-008,4.9067E-008,5.2127E-008,5.7235E-008,6.6930E-008,7.7920E-008,8.1831E-008,8.2281E-008,7.8444E-008,7.4581E-008,7.3073E-008,7.2044E-008,6.7354E-008,6.1219E-008,5.5243E-008,5.0044E-008,4.7930E-008,4.7969E-008,4.9887E-008,5.3396E-008,5.6873E-008,5.9722E-008,5.7670E-008,5.4120E-008,5.2828E-008,5.2655E-008,5.1611E-008,5.0014E-008,4.7583E-008,4.4900E-008,4.3550E-008,4.3102E-008,4.3668E-008,4.4918E-008,4.5761E-008,4.6685E-008,4.7604E-008,4.8819E-008,4.9986E-008,5.1526E-008,5.3192E-008,5.4829E-008,5.4835E-008,5.4362E-008,5.4880E-008,5.6232E-008,5.8718E-008,6.2151E-008,6.6408E-008,7.1504E-008,7.7343E-008,8.4019E-008,9.1470E-008,9.9762E-008,1.0875E-007,1.1828E-007,1.2804E-007,1.3872E-007,1.5111E-007,1.6565E-007,1.8283E-007,2.0164E-007,2.2128E-007,2.4244E-007,2.6595E-007,2.9326E-007,3.2646E-007,3.6859E-007,4.2431E-007,4.9961E-007,6.0889E-007,7.8899E-007,1.1402E-006,1.8468E-006,2.8600E-006
4.0000,NaN,NaN,9.7841E-007,1.3006E-006,8.6753E-007,5.4580E-007,3.5846E-007,2.3250E-007,1.5685E-007,1.0954E-007,8.1326E-008,6.8696E-008,6.3303E-008,6.1300E-008,6.0287E-008,5.8774E-008,5.7264E-008,5.6853E-008,5.7749E-008,6.0485E-008,6.4509E-008,6.8589E-008,7.5530E-008,8.8736E-008,1.0368E-007,1.0854E-007,1.0838E-007,1.0217E-007,9.5850E-008,9.2736E-008,9.0460E-008,8.3617E-008,7.5126E-008,6.7048E-008,6.0116E-008,5.7111E-008,5.6821E-008,5.8862E-008,6.2831E-008,6.6767E-008,6.9889E-008,6.7166E-008,6.2653E-008,6.0733E-008,6.0105E-008,5.8508E-008,5.6291E-008,5.3174E-008,4.9855E-008,4.8068E-008,4.7364E-008,4.7839E-008,4.9111E-008,5.0037E-008,5.1097E-008,5.2205E-008,5.3659E-008,5.5116E-008,5.6985E-008,5.9006E-008,6.0956E-008,6.1240E-008,6.1070E-008,6.1931E-008,6.3706E-008,6.6689E-008,7.0686E-008,7.5566E-008,8.1325E-008,8.7856E-008,9.5240E-008,1.0340E-007,1.1240E-007,1.2208E-007,1.3223E-007,1.4253E-007,1.5375E-007,1.6674E-007,1.8198E-007,2.0001E-007,2.1972E-007,2.4023E-007,2.6227E-007,2.8672E-007,3.1516E-007,3.4981E-007,3.9390E-007,4.5240E-007,5.3162E-007,6.4680E-007,8.3711E-007,1.2092E-006,1.9597E-006,3.0367E-006
5.0000,NaN,NaN,8.0847E-007,1.0019E-006,6.0568E-007,3.3454E-007,1.9313E-007,1.1746E-007,8.0956E-008,5.9203E-008,4.5869E-008,4.0617E-008,3.8878E-008,3.8713E-008,3.8832E-008,3.8377E-008,3.7791E-008,3.7885E-008,3.8828E-008,4.1007E-008,4.4062E-008,4.7165E-008,5.2275E-008,6.1766E-008,7.2497E-008,7.6198E-008,7.6375E-008,7.2269E-008,6.8061E-008,6.6099E-008,6.4700E-008,5.9984E-008,5.4045E-008,4.8373E-008,4.3514E-008,4.1509E-008,4.1498E-008,4.3223E-008,4.6412E-008,4.9617E-008,5.2252E-008,5.0484E-008,4.7365E-008,4.6228E-008,4.6076E-008,4.5163E-008,4.3749E-008,4.1608E-008,3.9286E-008,3.8160E-008,3.7887E-008,3.8561E-008,3.9885E-008,4.0930E-008,4.2086E-008,4.3284E-008,4.4773E-008,4.6259E-008,4.8091E-008,5.0037E-008,5.1902E-008,5.2217E-008,5.2023E-008,5.2681E-008,5.4074E-008,5.6491E-008,5.9757E-008,6.3746E-008,6.8462E-008,7.3792E-008,7.9822E-008,8.6468E-008,9.3795E-008,1.0164E-007,1.0985E-007,1.1808E-007,1.2699E-007,1.3744E-007,1.4981E-007,1.6464E-007,1.8098E-007,1.9794E-007,2.1617E-007,2.3644E-007,2.6007E-007,2.8899E-007,3.2590E-007,3.7507E-007,4.4183E-007,5.3893E-007,6.9960E-007,1.0149E-006,1.6515E-006,2.5587E-006
6.0000,NaN,NaN,6.6415E-007,3.6696E-007,1.9611E-007,1.1198E-007,6.8859E-008,4.9243E-008,3.9683E-008,3.1856E-008,2.6017E-008,2.3679E-008,2.2928E-008,2.2921E-008,2.3032E-008,2.2814E-008,2.2542E-008,2.2703E-008,2.3410E-008,2.4916E-008,2.7023E-008,2.9237E-008,3.2799E-008,3.9243E-008,4.6620E-008,4.9690E-008,5.0602E-008,4.8762E-008,4.6837E-008,4.6373E-008,4.6207E-008,4.3648E-008,4.0111E-008,3.6639E-008,3.3658E-008,3.2744E-008,3.3320E-008,3.5247E-008,3.8353E-008,4.1505E-008,4.4225E-008,4.3352E-008,4.1363E-008,4.1073E-008,4.1644E-008,4.1547E-008,4.1015E-008,3.9819E-008,3.8452E-008,3.8238E-008,3.8868E-008,4.0472E-008,4.2781E-008,4.4868E-008,4.7166E-008,4.9614E-008,5.2490E-008,5.5492E-008,5.9013E-008,6.2807E-008,6.6624E-008,6.8819E-008,7.0618E-008,7.3569E-008,7.7551E-008,8.2914E-008,8.9455E-008,9.7045E-008,1.0569E-007,1.1527E-007,1.2588E-007,1.3743E-007,1.4997E-007,1.6327E-007,1.7705E-007,1.9084E-007,2.0564E-007,2.2263E-007,2.4244E-007,2.6582E-007,2.9125E-007,3.1744E-007,3.4537E-007,3.7621E-007,4.1199E-007,4.5560E-007,5.1115E-007,5.8504E-007,6.8522E-007,8.3089E-007,1.0720E-006,1.5449E-006,2.5011E-006,3.8734E-006
7.0000,NaN,NaN,2.3111E-006,7.7510E-007,2.1988E-007,9.3962E-008,7.5705E-008,7.2404E-008,6.9600E-008,5.9614E-008,4.9643E-008,4.6500E-008,4.6140E-008,4.6994E-008,4.7846E-008,4.7780E-008,4.7430E-008,4.7841E-008,4.9240E-008,5.2117E-008,5.6021E-008,5.9945E-008,6.6312E-008,7.7987E-008,9.1003E-008,9.5392E-008,9.5364E-008,9.0097E-008,8.4674E-008,8.1950E-008,7.9896E-008,7.3889E-008,6.6443E-008,5.9341E-008,5.3222E-008,5.0535E-008,5.0219E-008,5.1935E-008,5.5339E-008,5.8693E-008,6.1348E-008,5.8829E-008,5.4709E-008,5.2887E-008,5.2206E-008,5.0637E-008,4.8499E-008,4.5522E-008,4.2287E-008,4.0352E-008,3.9284E-008,3.9170E-008,3.9679E-008,3.9749E-008,3.9819E-008,3.9785E-008,3.9917E-008,3.9868E-008,4.0011E-008,4.0099E-008,4.0035E-008,3.8287E-008,3.5790E-008,3.3867E-008,3.2316E-008,3.1382E-008,3.0872E-008,3.0632E-008,3.0662E-008,3.0831E-008,3.1224E-008,3.1758E-008,3.2524E-008,3.3431E-008,3.4483E-008,3.5497E-008,3.6772E-008,3.8754E-008,4.1519E-008,4.5297E-008,4.9768E-008,5.4614E-008,6.0068E-008,6.6402E-008,7.4029E-008,8.3561E-008,9.5882E-008,1.1239E-007,1.3500E-007,1.6819E-007,2.2304E-007,3.3017E-007,5.4420E-007,8.4279E-007
8.0000,NaN,NaN,8.8407E-005,1.8271E-005,1.9016E-006,2.5325E-007,2.7158E-007,4.8013E-007,6.9484E-007,7.5036E-007,6.9132E-007,6.6102E-007,6.3375E-007,6.0935E-007,5.8318E-007,5.5042E-007,5.1810E-007,4.9408E-007,4.7936E-007,4.7521E-007,4.7639E-007,4.7646E-007,4.8638E-007,5.1367E-007,5.2872E-007,4.8878E-007,4.1375E-007,3.1308E-007,2.1171E-007,1.2240E-007,5.7057E-008,2.2928E-008,8.1677E-009,2.8943E-009,1.1999E-009,5.9896E-010,3.2477E-010,1.7635E-010,9.7582E-011,6.6750E-011,1.5687E-010,1.3818E-009,4.6481E-009,6.0287E-009,6.6088E-009,6.5496E-009,6.2265E-009,5.7015E-009,5.1379E-009,4.6897E-009,4.4044E-009,4.2087E-009,3.9407E-009,3.5332E-009,2.9915E-009,2.1605E-009,1.4239E-009,1.1257E-009,1.0282E-009,1.0077E-009,1.0119E-009,1.0157E-009,1.0074E-009,1.1511E-009,1.4971E-009,1.9755E-009,2.5377E-009,3.1310E-009,3.7093E-009,4.3042E-009,5.0035E-009,5.8640E-009,6.8964E-009,8.0969E-009,9.4456E-009,1.0924E-008,1.2571E-008,1.4426E-008,1.6545E-008,1.8983E-008,2.1672E-008,2.4570E-008,2.7755E-008,3.1330E-008,3.5502E-008,4.0565E-008,4.6993E-008,5.5509E-008,6.7128E-008,8.4132E-008,1.1215E-007,1.6635E-007,2.7295E-007,4.2011E-007
