wind_speed,swr,c_relax_C,qual
1,1,0.003,11003.5133670551
1.13011872950693,1.01011873675852,0.00330800796197698,11301.3365668898
0.979097237593389,1.20502037060406,0.00268897246191312,14892.725694782
1.07701049603736,0.966100395059664,0.00316393264515205,10469.1401577805
1.06094331353253,0.805641234510085,0.00334072360368482,10431.671024642
1.18827683411224,0.702057031276485,0.00302829460688645,12716.6805997959
1.05814234615861,0.788553423268985,0.00353030865038134,10692.967122119
1.15951170877099,0.846981457642846,0.0036587041974209,10119.9042921957
1.21157174059088,0.792592649552206,0.00394444009051821,10561.2423759403
1.08597605621619,0.830664082681186,0.00383099037492343,10237.0854416131
1.15863423469239,0.737444856973717,0.00397152150460074,11740.6083639805
1.04645926519377,0.802398720441508,0.00390667676222159,10476.8107215209
1.25343884388306,0.721059872132659,0.00387971626404522,11971.6585449803
0.980780116624663,0.779298232938409,0.00402801637122558,10854.0984766237
1.30430949894979,0.841697018290042,0.00331530046346247,9950.18428728098
1.28264586133001,0.881337565637317,0.00308702752144805,9960.74497573524
1.32331682434277,0.756073554606066,0.00285889412532349,11015.2918417348
1.24374151553435,0.753292415041321,0.00298538807570316,11215.1084729885
1.28891406777408,0.712188424233609,0.00329730691780554,12164.0529553074
1.31804594003092,0.892619017940916,0.00302405438582802,10012.3819789782
1.3610746207474,0.861200533685062,0.00312918505975319,9884.14667419535
1.42790006554236,0.849695624835844,0.00356801591698169,9829.87783844809
1.37971999066079,0.853907479086092,0.00348449579990313,9865.42927629415
1.33240998766316,0.965562260920351,0.00341587490859568,10896.8928195573
1.18464814476647,0.852438659823666,0.00361399885441711,10061.7489422315
1.17711289669549,0.833959670705543,0.00355561057317955,10161.5501949752
1.48607269753442,0.754875394354595,0.00365203244851765,10610.5506851446
1.41193318234416,0.795249460887338,0.00343650654070024,10163.7663577144
1.4278743507316,0.873704587783199,0.00331298294707352,9881.0584391829
1.2346310097689,0.955907779489436,0.00309010873064294,10378.1295471525
1.18659611022408,0.83241464834934,0.003856441712918,10161.7283798841
1.43101989614043,0.979334132113857,0.00330159765136857,11376.7076424586
1.48541488863661,0.875891558013855,0.003503922864796,9893.91608043827
1.28122141880759,0.799299186353673,0.00363382798309636,10405.619739826
1.33126921920004,0.768980902896464,0.00366362205569897,10684.432317767
1.13942377225418,0.808959130949731,0.00372186054698082,10418.1448979082
1.40279214003389,0.860756002790111,0.00349344595213611,9850.55537948439
1.44119319756438,0.82949189680625,0.00404592557873477,9865.40638603744
1.45715638631051,0.830563018361037,0.00358940565231674,9842.30901726248
1.29648553233934,0.80588772039941,0.00390679532066795,10215.9301743126
1.16829715264596,0.839475055211195,0.00350802872889713,10141.1770687628
1.34083419057171,0.930520285356252,0.00325369813441043,10359.5614683714
1.28484205226366,0.898495560371764,0.00343046641576902,10035.0152224706
1.21979959201271,0.869106069691745,0.00339242590255472,10011.2545304712
1.37875740882387,0.855855495215122,0.00325776796876702,9865.39589798355
1.06657056439742,0.951428730238453,0.00297388992010471,10270.9180949277
1.2816545781894,0.819785886008969,0.0033935996751868,10100.5849891967
1.38361803531372,0.855720213425689,0.00346641461941074,9861.79630809467
1.43322066353175,0.817296546608717,0.00363840735205044,9940.13224963961
1.29378758538449,0.893974168267223,0.00360290838252045,10007.2623875479
1.47226975572239,0.752961296156734,0.003878133770803,10673.0875458319
1.40512162923626,0.932895798266316,0.00342549085912977,10457.3747585433
1.22594313759063,0.883813646526083,0.0036384918221754,9986.8750616356
1.33470718467837,0.893871279798655,0.00348566507995003,10016.2547351892
1.47963991937161,0.823138133097777,0.00377311432752612,9848.22791590943
1.42402517635007,0.861930220015252,0.00340283861875138,9838.53612035741
1.48228329995389,0.910197035284529,0.00355311871096422,10191.8120855062
1.35457825676389,0.835871253494664,0.00355770931798084,9928.78684597139
1.3541057828511,0.913144438851494,0.00333000122232737,10170.4129560322
1.45651375500732,0.799421903088705,0.00386564452975519,10052.0033862964
1.3395067026967,0.850281769436376,0.00336872757654411,9898.49042003189
1.44664336948724,0.898252157912834,0.00341006056012781,10059.0170403956
1.32986063655569,0.853297164279805,0.00350373774543914,9902.5485182477
1.4483774416925,0.85600810295938,0.00359232473618927,9814.78457385926
1.41065679322092,0.862695552805421,0.00356595694824604,9848.08432885523
1.4242642600055,0.915496108777634,0.00340202981593138,10236.3892701019
1.37396171053082,0.865783223301911,0.00368121534345764,9883.91041082972
1.42001231421047,0.80123014514636,0.00393995257073202,10087.9925862581
1.4085819831038,0.775165614831533,0.00350305671823702,10430.5738780744
1.4031957179229,0.895519865963282,0.00346452704100111,10022.0324291835
1.30692574035819,0.911494019198701,0.00343717645938907,10144.1773968753
1.48545863127742,0.822713488332449,0.00383041051503604,9814.49098141454
1.48182332093864,0.887121454391515,0.00368089175700463,9959.66732073084
1.31933174989221,0.82326323933598,0.0035076962666161,10036.884868775
1.1767215158538,0.826492431245008,0.00348810384195092,10215.7171332791
1.46951411126282,0.779950224666248,0.00386491440070997,10253.1209825554
1.47481120997786,0.813603384232531,0.00387679140415576,9909.42028489257
1.34417001106185,0.878358542783828,0.00366639604973564,9942.44118840496
