wind_speed,swr,turb_param.k_min,qual
1,1,1e-05,19227.041907924
0.887171969314956,1.21147185489853,9.63627402733284e-06,26262.247917824
1.06967616922055,0.966513191824946,9.74662428567198e-06,18788.459833847
1.01547976778632,0.862867225186039,8.37468755692839e-06,19452.7160925265
0.849156854469674,1.09820318604567,9.9070272774969e-06,22356.2596175068
0.997134728890094,0.944356047215311,8.42467623409492e-06,17418.585773345
1.13830007658198,1.18454973613629,6.59807962555758e-06,15066.4275446745
0.956253954855631,1.30820343355007,6.60390548954931e-06,18257.8061353379
1.1211596277567,0.987671846387211,8.09758102948891e-06,16995.4608916513
1.29419210532598,1.02256139998837,6.60614234462396e-06,16066.9271819404
1.10522774004731,1.25053807202105,7.86302538010904e-06,19520.0170846128
1.12520193864882,1.08690022985961,5.89984129942577e-06,14357.4238845615
0.959010817061373,0.969779032725563,5.45806609764137e-06,16352.5764290276
1.14766651002187,1.24765226258992,5.13726176974002e-06,13479.6449824124
1.0358802834551,1.2801174778424,5.11877462175231e-06,13676.198662076
1.05303629804065,1.23101550646384,6.56652900777897e-06,15681.3497772768
1.07297967204153,1.25412282865158,5.95113434086942e-06,14566.2451615581
1.17738897671386,1.20288575671887,5.05908955056057e-06,13589.9380436628
0.995948899130767,1.22209697890717,7.2749260466075e-06,17717.6514046793
1.09924469909138,1.33125058224612,6.36429774166584e-06,16937.2194793969
1.28025586747401,1.41035039123772,5.68403276179043e-06,16089.573502333
1.24488439641342,1.30227216666565,6.82058716636922e-06,17254.5785602659
1.04588027117904,1.26000078385627,6.43595089210496e-06,15882.2898017976
1.1681753196738,1.06781487961192,5.00231503633396e-06,15378.2849719605
1.17380514634192,1.35294755748506,5.0334258708965e-06,13972.6384030906
1.20178802472725,1.20922563153937,5.20285584123811e-06,13591.6714218195
1.17758318815118,1.30040287668655,5.72741469543532e-06,14540.9498304205
1.13804675896525,1.1626231058116,5.77464251117932e-06,13873.9981920232
1.12698324733268,1.11115468133154,5.5836195937159e-06,14089.1254392707
1.20202961374205,1.24010111388287,5.83517444929924e-06,14203.6772693139
0.96376149083448,1.32803304889553,6.16003434075865e-06,17168.4083409594
0.966157476009027,1.208127999441,5.65675297513303e-06,13863.6649009406
1.22373131956385,1.24054188967263,5.62934030907653e-06,13948.4549407817
1.07092608463511,1.17484606923731,6.1113208632315e-06,14181.373620525
1.07204635562125,1.20331166191939,6.35517262420058e-06,14803.5836579397
1.08134889701342,1.3793983528569,6.86029558424207e-06,20232.7153472296
1.14908489311355,1.2453087543938,6.38611185824162e-06,15280.9383920416
1.23203203847038,1.29165807297767,6.53084330224217e-06,16283.0907560018
1.06871151765385,1.42997830330845,7.36739090475904e-06,24595.9209692682
1.2379322639077,1.26642516959222,5.63000527072278e-06,14101.7661908074
1.18767739290248,1.29712698068716,5.8296355298069e-06,14706.685895814
1.25469676277404,1.18566218162718,5.57566776957387e-06,13931.902085061
1.23344278292874,1.35169221680716,5.166021698556e-06,14096.5033610517
1.32268736278192,1.12230541169988,5.80121285226335e-06,14620.5916870369
1.09989167458768,1.21060833807725,6.77826246455096e-06,15759.3468489819
1.14603510292749,1.28307200748309,5.66040510557673e-06,14239.1778646751
1.06865586793575,0.986960876950347,5.62332835530257e-06,16114.1441730726
1.37619187842187,1.06603159413955,5.43549288461185e-06,15434.1193940002
1.07290622960664,1.05997428652164,6.5171424745872e-06,14758.58378384
1.13330158268429,1.28063979699161,5.49152056438836e-06,13955.6701022393
1.14581997275209,1.42061453715429,5.07173887140342e-06,14999.8664380961
1.07700471019924,1.33358782856569,5.53647490627007e-06,14795.3645127874
1.09868303136189,1.26272488943073,5.92427553511982e-06,14570.2240457884
1.2345974734175,1.37007561070326,6.9983307350797e-06,19471.3252583055
1.35387776946066,1.35922761230758,5.21585506386228e-06,14363.6066139215
1.13775008105723,1.35964386079964,5.366041444293e-06,14648.3821251346
1.31437148602916,1.17342258404648,6.60221475656466e-06,15360.8232388205
1.28406167664208,1.23967236213482,5.69753183039042e-06,14153.7708916866
1.00705039207544,1.08308001084354,6.60779249121647e-06,14605.7152761511
1.19562821121427,1.40577278721517,5.31822594942352e-06,15153.6115958526
1.26053316787772,1.23664211183733,5.03317386086773e-06,13582.1164553702
1.16347217214245,1.28089364107358,5.67654297532606e-06,14243.4786599671
1.28083670264279,1.22779981057438,5.85937686112091e-06,14326.7388562878
1.28755952872247,1.3338521027369,5.0018955602748e-06,13777.6562973431
1.13304879520625,1.22210548160523,5.01325385589393e-06,13489.3821587669
1.13309485258519,1.12153605718543,5.8120346863315e-06,14061.6139081739
1.05825682187001,1.17941437730698,5.6585790424939e-06,13676.1315689431
1.058795142007,1.30776432557306,5.18163041118365e-06,13914.4526360001
1.24031249176197,1.34792940515378,5.39089636716888e-06,14436.6036750701
1.30143732598356,1.14726428680756,5.7840680321257e-06,14368.9770020261
1.29018287080933,1.35701753305682,5.22840561576207e-06,14269.0464301245
1.22082026456563,1.25336818136122,5.31299212105067e-06,13650.0329774193
1.02690708371156,1.20835564828285,5.02058426481208e-06,13478.7988418159
1.00851331120448,1.17214039511696,5.7534921117759e-06,13739.3219966682
0.96249062155177,1.11875192679229,6.93065656706661e-06,15239.127787427
0.956023953951276,1.07258647434243,7.35889086257372e-06,15644.0347574531
1.0397583729072,1.12065774790236,6.0220758835703e-06,13996.1867439021
1.03192790520033,1.17997517661468,5.35822751499803e-06,13508.4589952161
0.97795410578346,1.04747176022335,7.41281852861439e-06,15633.3609585161
0.936137914344526,1.01413139769799,7.548456583772e-06,15801.8984601906
0.99347925752453,1.11533573152186,6.58890388861626e-06,14617.6916254513
0.930428898647317,1.00952052508986,7.07195150645487e-06,15271.5982264874
1.05599706178709,1.16824221311946,6.17299364056103e-06,14236.2324928975
1.05877065095508,1.18349550435118,6.35765650040796e-06,14635.5056627175
1.00941438455282,1.13676212129708,6.34281123754574e-06,14343.5654353117
1.05189620844155,1.09159812642228,7.36269164386402e-06,15733.9171206713
1.10485728021975,1.22926634527984,5.55449725074415e-06,13721.1192164288
1.0760048024841,1.16568162378755,6.20312239667117e-06,14274.4018234899
0.983072024268734,1.17084861893024,5.26202618727624e-06,13503.8766385197
1.02172681491834,1.14399587841229,6.87657209446125e-06,15278.7187694038
1.03620421556117,1.17505315791029,5.78435327594524e-06,13774.5353047702
1.03152761682851,1.17571423147861,5.68624893907711e-06,13684.7072742963
1.09974190747788,1.10728769264529,6.7989519434339e-06,14975.618728209
0.992703305926417,1.12075645700819,5.8436471207039e-06,13809.5150186707
1.07270508748301,1.19343549131579,5.43308269815043e-06,13544.3752236352
1.12883377830992,1.11511191763895,6.83182818810892e-06,15083.9485178491
0.984462591239578,1.14525360684132,6.51493712104916e-06,14682.5526800021
1.08628615387301,1.02413046632788,8.48666011512249e-06,17243.7187424583
1.00940062977832,1.19724137595409,5.66739458612139e-06,13739.8663141516
1.06387701937637,1.12699376326676,6.91315885647917e-06,15186.5795480073
1.1272358880521,1.20385958628791,5.74491264487138e-06,13848.7025921257
1.11060814555939,1.14885802858934,6.75212316164738e-06,15072.0573600668
0.916337117253287,1.11037806431803,5.11341288514817e-06,13883.1397140355
0.96808280430092,1.17074491628897,6.22725693555507e-06,14427.3692848534
1.12119804814522,1.22552960159246,5.04721934314071e-06,13467.0361639637
1.06274082896285,1.19998775557721,5.32806720497061e-06,13495.5423525655
1.08585009795078,1.17724011885465,5.19097365572774e-06,13570.5826485348
1.27123210450281,1.21200822119246,6.25723011805267e-06,14848.1314187185
1.16635246734135,1.3071547656486,5.01024841490386e-06,13608.8593769448
1.11750594078363,1.23113032767129,5.21667728721338e-06,13482.4101198677
1.07109712673537,1.19282972411818,6.04913810782402e-06,14185.1574317203
1.07489662258672,1.20363753888062,5.07462655210266e-06,13487.6149045696
1.00407076928228,1.13951241722965,6.20180035462604e-06,14162.5502619424
1.06161713422476,1.0759033520662,6.81358913003069e-06,14940.8634391386
1.11180244221605,1.20236339974871,5.472780185886e-06,13594.499643193
1.20888082357442,1.19033417033226,5.91550023328514e-06,14139.2661418548
1.12999254900959,1.22330653768416,5.66812543284865e-06,13828.6975916028
1.04704682984178,1.14211729262503,6.88102907874885e-06,15245.2844684964
1.15148502639235,1.1772056684082,6.06108506148232e-06,14193.2695238764
1.23303734454435,1.23144359506926,6.10286767430825e-06,14630.4510833661
1.16004528733636,1.22655835833465,5.36646927162269e-06,13580.2706692232
1.23805503840671,1.26382800441541,5.90488848526742e-06,14538.9386386807
1.16414952299957,1.17461859222958,5.9059231935876e-06,14030.1341595128
1.0931218628152,1.19831720079462,5.09403852172242e-06,13513.1596827359
1.24724319860013,1.28837152751617,5.53171008650301e-06,14113.7252286079
1.15098735105717,1.24083357356169,5.12426840737128e-06,13473.6003663268
1.15087248577278,1.20152216104722,5.45599380620157e-06,13624.2859867934
1.0349860274894,1.12618488830532,6.25135500192123e-06,14211.4671349369
1.00220082643233,1.03111704104122,7.58401769418914e-06,15893.0713584672
1.20374918005084,1.22856076797656,5.15752966645519e-06,13540.868471897
1.15909926133017,1.2281805968686,5.33900940599616e-06,13563.5876166211
1.16878970695289,1.16371824050923,5.9023804103773e-06,14040.4740471165
1.03045876212706,1.14066376749042,5.69606249027033e-06,13715.3867378931
1.15122774633662,1.28607589528525,5.11819952018202e-06,13578.0215573065
1.00884565835496,1.07487209511651,6.36050500374162e-06,14389.4077673583
1.16347851194309,1.19757360258922,5.26741762759655e-06,13579.5397710504
1.2076331975453,1.25576349966226,5.12643956847204e-06,13524.6342266903
1.20689681448004,1.26675661899795,5.39776342587109e-06,13763.0709120604
1.06373669708176,1.20558830448121,5.74653597937891e-06,13837.9336957827
1.11373866868932,1.21187311271232,5.49385615318408e-06,13617.8218328775
1.11749028679991,1.06266919236703,6.78064116603125e-06,15098.7708104898
1.15381005721356,1.17241869609326,5.76890652621091e-06,13883.7419180757
1.1754659572095,1.0890619137794,8.39672490807363e-06,17539.6012587599
1.07995631554015,1.19250776052592,5.26260917299623e-06,13501.6669793219
1.10024920834992,1.18295085514688,6.11984690130356e-06,14241.9528486826
1.01866799744958,1.10380418821763,6.63370842227695e-06,14652.9718697912
1.16723408012374,1.25566009066521,5.33215844175318e-06,13624.6197303039
1.08022591461,1.15321797077937,6.01377766159914e-06,14012.5114356185
0.928786083383224,1.16101292959884,5.00085859793983e-06,13642.4810707293
1.0623052830464,1.14400760955194,5.95890789414511e-06,13936.8083859775
1.04188825478538,1.13593946968414,6.8454649185974e-06,15135.0594197888
1.06596401004287,1.22060788323236,5.30949320550922e-06,13501.4551751223
1.08493002755928,1.19485710570134,5.24286289461831e-06,13499.0184646669
1.21906561348088,1.19571042241819,6.34988923739232e-06,14799.8820433464
1.08699769598679,1.17609050385877,6.01626850540178e-06,14065.8039381141
1.03631046710271,1.1410614109801,5.26466763661391e-06,13701.0961482926
1.05727430181378,1.22218142751224,5.71816709352345e-06,13896.4050364692
0.999961942684087,1.22194265937426,5.1098967018035e-06,13476.3418027368
1.08142775292432,1.17607569061496,5.81787769386252e-06,13833.3742100706
1.12352416257789,1.19610936220619,5.35434309437838e-06,13555.1487932502
1.20912723892385,1.23561633386378,5.8820862435761e-06,14259.4507545254
1.14443571732885,1.227052951341,5.51976974630814e-06,13691.4403445461
1.28242242541152,1.22549810210931,5.95355080102539e-06,14459.3359955025
1.07913042996162,1.1513071974014,5.90362612170069e-06,13903.0716879316
1.09337638988954,1.21753030682938,5.10024948139522e-06,13461.3984462219
1.17958329656806,1.23180747446929,5.18141664591209e-06,13512.7161419339
1.17610045720477,1.22503243188329,5.72812605865466e-06,13947.4275791429
1.10337273012667,1.20361621430684,5.45852288138925e-06,13580.3970752294
1.07461842871428,1.12735380078733,6.75155673831656e-06,14932.0992955748
1.10098746362236,1.23771304792394,5.42935306965858e-06,13632.5898478099
1.02828894714992,1.11649612142336,6.18479537717384e-06,14134.9011242851
1.10293174691999,1.23629093002824,5.30962364157301e-06,13535.0841844836
1.03684462462563,1.10597176928179,6.84314073972067e-06,14967.3012933648
1.21664729180873,1.2952145817742,5.22129731352843e-06,13724.173654867
1.31188238249414,1.27636770289756,5.43147213015543e-06,14012.6691566921
1.06701917979639,1.1695428845769,5.92137261604463e-06,13920.3265739133
1.17089256361007,1.21353949119528,5.5424793255963e-06,13714.1660483839
1.04907011629666,1.14697665591436,5.82197773416078e-06,13803.3448931511
1.07733743735148,1.20439790205905,5.06557277204925e-06,13488.8379151168
1.08395045058689,1.21460424259309,5.58835098036229e-06,13698.1023919072
1.05320170218539,1.22907219412465,5.49962673813838e-06,13678.8373481527
1.12778794329694,1.24175184650369,5.11036957927833e-06,13461.3511297606
1.12776029435956,1.1555656481352,6.41140445933393e-06,14581.0016799122
1.0332582035703,1.13871371790758,6.09063452079921e-06,14039.5191736692
1.13808479521707,1.25367608963855,6.05552352471593e-06,14685.877530141
1.08996998727734,1.19729604632678,5.63305478395621e-06,13696.8304308853
1.04867701444072,1.18903554795063,5.27292986771801e-06,13488.9654859504
1.16160036739703,1.28050653619975,5.19669353771968e-06,13610.7826570271
1.09914088164018,1.19645029406622,6.0584319309734e-06,14220.7073191124
1.11735345561513,1.19701231074459,6.72479892721447e-06,15444.9893173023
1.12797877122704,1.21136442823699,5.27490789131457e-06,13512.7233769581
1.12661148670962,1.21127389659197,5.81174477243837e-06,13954.5420892092
1.19296101895202,1.24845868519003,5.92492562670967e-06,14399.0367960722
1.0921922907675,1.26117497475136,5.27352413948747e-06,13607.2258436805
1.03089238404413,1.16330368723536,6.28558367675415e-06,14385.3172568419
1.07977772840607,1.11898281773106,7.01710686530744e-06,15321.6909863928
1.06916281983017,1.1517383798126,5.97405015094573e-06,13957.8465700294
1.13661639866353,1.20666505605659,6.24199590462808e-06,14598.742561066
1.17935211557279,1.17203945938285,6.56217912554384e-06,14955.2730125745
1.12516882358226,1.20953256382304,5.58871210094983e-06,13701.9090939952
1.14057889090483,1.15627436644222,6.0052378490504e-06,14094.1106745379
1.18171961378858,1.17240742299912,6.13576704706629e-06,14328.6482296958
1.13557248186836,1.22948659270052,5.28870793599217e-06,13522.403472614
1.1241271971909,1.17068844795016,6.01184801843596e-06,14081.5974218882
1.17949002047615,1.20273191032896,5.4142012758368e-06,13640.2698936626
1.13194596676409,1.16220877914994,6.45268537534566e-06,14673.4559605109
1.04739943330146,1.19964947871513,5.6826744763703e-06,13742.8120013435
1.09575286467854,1.13600688687601,6.52646471734706e-06,14648.2559444285
1.10073382636245,1.26251658456219,5.41497917174141e-06,13748.5491417498
1.11899416458242,1.17928179025926,5.93398027305238e-06,13999.9896165639
1.07192734259394,1.17204434129725,6.50047676734571e-06,14789.5305079858
1.02830938932219,1.23112820831738,5.12064251072027e-06,13469.620525811
1.13910970475386,1.15275354831739,6.29165869803276e-06,14424.8530190816
1.14255458152769,1.19672801657246,6.17233505849165e-06,14419.4580137703
0.992446208062179,1.18506574147635,5.04128669963889e-06,13527.2404154892
1.08480688246072,1.18957576846301,5.97907960150764e-06,14068.2626669215
1.05625413315875,1.18443078839379,5.78222147994828e-06,13799.1268330147
1.15293988828969,1.25395211686519,5.47292526431826e-06,13750.1831533409
1.13807054945731,1.24643401977151,5.00566529526534e-06,13455.6592460755
1.07927574577771,1.17272996678072,5.58170295738366e-06,13643.5457549998
1.09506527534884,1.17644725493869,5.71599864193758e-06,13752.7028933102
1.20354851356187,1.26565999843578,5.22680522452263e-06,13597.2598611491
1.24232941759143,1.24336651106107,5.44256137822017e-06,13779.1065102536
1.14297042351804,1.20210991729474,5.89854572107871e-06,14045.6873566241
1.19163041689676,1.21483324610472,5.63792029004771e-06,13834.2283519728
1.1053598629099,1.11427041080585,7.08585698068752e-06,15433.9765628476
1.11381245238936,1.16655408286354,5.93357520720134e-06,13977.4496193027
1.06593095856964,1.18702797665541,5.45928662666842e-06,13555.870217611
1.17542476896686,1.26912327549689,5.03699407115994e-06,13484.8834536594
1.08976001719095,1.19902869850483,5.50475983811484e-06,13597.3530889866
1.15370654733811,1.25941433146543,5.31862118854812e-06,13620.4116782071
1.1115558064035,1.22823085171358,5.26137397670337e-06,13496.3403550315
1.05971554048805,1.18716208291169,5.22741179635086e-06,13500.8510601246
1.0736768198328,1.20707374573013,5.55369576727545e-06,13641.4679566519
1.15410855833996,1.23219463431477,5.9083074113885e-06,14227.4330107256
1.09045736341431,1.20528112619782,5.59502652732197e-06,13679.1034516291
1.10634550917346,1.17977070747486,6.12816974416888e-06,14242.9006152319
1.09262502447091,1.22025818800668,5.64041723712777e-06,13777.2393387207
