wind_speed,swr,mixing.coef_mix_hyp,qual
0.8,1.2,1.6,172668.560454488
0.765652122739012,0.926146809465874,1.70030926895952,109640.412136882
0.808570126595171,1.0519129074649,1.4408529554038,133542.46064996
0.705561036432463,0.961139190903538,1.70506099578299,132271.541287388
0.748850784697416,0.953622953607083,1.91850664137534,116783.002251821
1.05692722760835,1.09461103679796,1.63872657656892,76301.5501243885
1.12861133619842,1.03050257603228,1.79304925929618,62312.0611577898
1.04118244567446,0.956903110198537,1.81756612814754,59362.6504884235
1.04194359133033,0.816626543525112,1.8023991376208,52705.2945865426
1.10026123320892,0.821919912769395,1.62215959418035,35678.5147658987
1.09397852771942,0.964413825443869,1.89802792902283,56540.9079036886
1.10861589817629,0.787507515760392,1.49619182065811,28504.8327938285
1.05355434629204,0.828241216878957,1.32417534535763,55659.2429940066
1.059520285216,0.750207588127423,1.27893618343071,24246.1693192175
1.06049404920826,0.921076536113709,1.06680270937928,62795.9602172979
1.10536285024997,0.866186977183931,0.909495269399628,42165.3130592008
1.01412423694459,0.738147817236346,1.27148004891568,35438.4600997567
1.02359390755895,0.838282438563531,1.06809106190704,53189.0153148785
1.04664271999136,0.813749551683576,1.73851349139058,45509.7120745307
0.67081420286879,0.690135952897102,1.26770044334171,133987.199152853
1.2071000355902,0.675803461881819,1.23014080032329,16852.6726793563
1.24607638355214,0.734981094774746,1.32793510328354,23373.0007247188
1.06502828992771,0.783094627686842,1.32147466331926,34579.6822081515
1.17956173335101,0.668551635021341,1.35819535229197,16880.0285461401
1.10277763217914,0.659449281423236,1.38462053664211,18924.3853786503
1.11084058280951,0.706469151337449,1.47627135277107,23759.008142164
1.07670222086005,0.611537853246152,0.999089401957567,22379.7573617463
1.29693636212761,0.922498540960044,1.83069827464194,37322.1807560139
1.24616630967188,0.604705322999999,1.28367016669955,13916.2848464686
1.0902765842068,0.719247716005779,1.62390478958954,30063.5693977025
1.06528897667614,0.860723032758229,1.83513312491207,39739.5142943997
1.2778474350331,0.571990894877234,1.24162237866783,13170.2401807676
