wind_speed,swr,turb_param.k_min,qual
1,1,1e-05,16356.625591548
0.881762511643454,0.979010214320889,9.03578298517964e-06,14868.8050879764
0.811461079137975,0.886579276114882,9.7461411849969e-06,12924.5924917044
0.849214894363489,0.910085254662878,7.75374324676335e-06,9130.72321227753
0.778350008657351,0.733620379395168,8.2362503203792e-06,6302.40902027523
0.755063038339322,0.746297112186159,8.65028837407899e-06,7003.48832001483
0.771669526581828,0.719135469630756,8.59617235216328e-06,6561.88831357694
0.802528118535913,0.731228178431796,8.45121901129426e-06,6435.12097943435
0.799933902517037,0.612977225866502,8.85214886643113e-06,7588.3548347116
0.681353417312931,0.792773342960709,7.1770287035914e-06,6296.53339505789
0.884760610099085,0.871538606792178,7.86849802068285e-06,7839.76958891495
0.669249743929158,0.840786187867321,6.36656604335408e-06,6102.14256205
0.533053303896354,1.01683299747376,6.94749042199317e-06,18314.226454431
0.645952123046773,0.80484689198439,6.48565048269215e-06,5751.71558967063
0.591071663966992,0.70126973775165,6.41177104700877e-06,5123.34399563622
0.576086026103717,0.688232586260846,7.62629205635271e-06,6046.74950196488
0.567836875085017,0.753841469355453,9.21190296968759e-06,9497.27867565341
0.646863877058761,0.677353156221812,8.36875826222256e-06,6456.03232057521
0.617528991753473,0.788635193606969,7.16336253425029e-06,6678.18318076698
0.531464831268341,0.525014742445908,6.58156565400858e-06,10549.6704903714
0.650659329358247,0.745085568478834,7.2141961696737e-06,5778.36489607876
0.699692376058644,0.693238040775206,5.82729376559027e-06,5225.17801884576
0.641193632783285,0.71777898064442,5.273409561373e-06,5024.69559012499
0.789542556378103,0.6855534982234,5.40263084200834e-06,5995.39221736854
0.765965715216774,0.843853818749765,5.47089633407254e-06,4569.90461484413
0.808510984470749,0.744918846532033,5.52623927421979e-06,4789.39931251977
0.75439861223084,0.949650818103133,6.13011992378628e-06,7635.52383072071
1.00907422228707,0.73873288493351,5.82695277133297e-06,5253.37475787165
0.899177399538132,0.940210554146781,5.46332455746584e-06,5105.42367876887
0.586614690415638,0.818944576790719,5.73750837301448e-06,5429.05371157792
0.900213276522605,0.891623749606182,6.21321633148593e-06,5346.67531764387
0.743901013205112,0.921172275691928,6.30204462209126e-06,7304.72059303634
0.800501134176467,0.915591071157172,5.61801764773709e-06,5435.75059911302
0.860610393821668,0.900101200157151,5.92379918317408e-06,5255.30659822788
0.885263952636695,0.677448233528304,6.87566007783881e-06,5906.35753837361
0.756485957589405,0.793438939691254,6.65123614111486e-06,5216.39432750351
0.781514815027203,0.948230918290353,6.52008633179156e-06,8228.93963268688
0.703128851424181,0.778502144878839,5.53562661790022e-06,4511.40793654403
0.530218653061602,0.727886750234576,5.54865370173823e-06,4880.5832612076
0.591477930726749,0.702562559172995,6.89455713787247e-06,5423.18305385454
0.605204887155423,0.838216867524086,6.0134825132199e-06,6027.15860323834
0.606144140930161,0.80931369278049,6.35116213014103e-06,5939.13837614534
0.70227087713396,0.851336983003487,6.18263026565994e-06,5761.53133296924
0.722480814442087,0.673939549743945,6.19424479311022e-06,5540.31879060353
0.627753840306967,0.755700711320951,6.08709265424001e-06,4866.8211637199
0.819649008795831,0.661854190514355,6.2060799797528e-06,6153.76278766895
0.861619150687568,0.586416595918285,5.35952315374668e-06,10617.7635938733
0.699429747974113,0.694437403288286,5.1039744259607e-06,5793.87560484062
0.649600215870842,0.835030434180889,5.21457274241783e-06,4812.00367152153
0.603732367436938,0.668422736397409,5.94574498878519e-06,5438.60756002257
0.522102708362082,0.927884200204409,6.09450946889251e-06,10342.3725768482
0.666625658577408,0.745624312635728,5.6761953247224e-06,4647.84154182173
0.803013877696397,0.641502273520786,7.37722025260827e-06,6504.41474392892
0.773103167825553,0.808505662298626,6.39997960669556e-06,5031.46182902652
0.703449156575989,0.903985215778949,5.48783264831388e-06,5739.30493431872
0.609993140588011,1.00965070409857,5.84579007040428e-06,11403.6792620522
0.693933516995262,0.861749178276814,6.43173274529444e-06,6482.50583408826
0.824712801325708,0.76861682297572,7.7828452882177e-06,6011.91544162055
0.759798530918814,0.726014623170668,6.14813936629099e-06,4847.91819239679
0.679286610144906,0.789753111751941,5.32783493363139e-06,4529.80390369039
0.771817629233262,0.758674784531475,5.46380266654525e-06,4611.59505546177
0.517184166783581,0.804159499938639,5.17162299205979e-06,5176.90279373726
0.774047867995004,0.873127893180148,5.35297915348057e-06,4718.82406946494
0.804099589793848,0.764247902886628,5.38623019325312e-06,4628.80452444401
0.66895228096507,0.817048085804797,6.21074164109549e-06,5427.96402761886
0.516458223746251,0.693199391840278,5.48347443224233e-06,5137.11754988795
0.705231042797291,0.796885735030939,5.96726656484511e-06,4766.15068614682
0.697249058543834,1.05220537734256,6.45515664100248e-06,13850.3924966584
0.750993242860059,0.720568007583298,7.62618938937538e-06,5717.17102224102
0.815003670464752,0.669734612191714,7.51811914815516e-06,6000.76726008166
0.702214848542985,0.786663997138414,6.36672512596033e-06,5053.96478139714
0.872905498020815,0.839897877489001,5.88913351888903e-06,4541.43556091597
0.729451088895091,0.866468160970772,5.54878800168822e-06,5015.02380710898
0.561480865089194,0.804259957395372,5.03431399292261e-06,4894.2658792359
0.629382360273352,0.753289606349995,5.12370008697015e-06,4737.9379012696
0.681977028319369,0.721287507730542,6.98474255638445e-06,5314.38327363175
0.728067342039659,0.818349663403789,7.39264603363021e-06,6855.44500670468
0.870155652124225,0.740206539489592,5.50230480633756e-06,5014.26757688783
0.700899791594846,0.756658911926233,6.08655518330039e-06,4701.99753628392
0.709215053284288,0.723328786970267,7.06072350725762e-06,5327.41067192808
0.643060450005955,0.813197957382727,5.55284080745795e-06,4844.59824266413
0.713531198351606,0.776248827819893,5.45612708854019e-06,4501.186705864
0.771479546599044,0.867990630102849,5.06707364813565e-06,4558.30473339283
0.795435891856382,0.832878548352648,5.7536009348791e-06,4581.76113750849
0.613573489458716,0.908594362366693,6.16891468296965e-06,8236.32381153929
0.643874399981224,0.619136280454178,6.34966347589458e-06,6668.61159528649
0.559737747781297,0.57576292210985,5.16615710833144e-06,9442.00270348941
0.773649279982121,0.626952042275849,5.07288735819091e-06,8513.28370075111
0.829814172606804,0.757782611347865,5.31616296697491e-06,4788.72862215697
0.807862789735922,0.88597201786227,6.23360408701438e-06,5778.63331734837
0.722205431428724,0.692156963508211,5.69729387410825e-06,5359.68019455237
0.848018138782815,0.725317424802326,5.24492825355435e-06,5450.01492526436
0.724354794487244,0.635174673754431,5.56395239539964e-06,7076.43721423761
0.763252483776294,0.781825652348722,5.10314119719292e-06,4590.81648739224
0.722374114869447,0.725174785062738,5.09195838029777e-06,5238.14763364069
0.802587375517965,0.733210059634576,5.38671595005579e-06,5030.53684604788
0.853134600595303,0.922922952332872,6.73747057883613e-06,7237.46602226097
0.808047061983015,0.745310768014784,6.67192217750973e-06,4948.30910565586
0.580641320873846,0.72229871790229,6.07052279456057e-06,4929.7652660341
0.650556589412924,0.70170193101287,6.38526182340874e-06,5067.17952832748
0.72627772597178,0.675273717430276,5.93791609730572e-06,5606.03547384771
0.713159276530699,0.838972529972962,5.15759773206133e-06,4580.69898235676
0.60529598727909,0.731408382733996,5.456217066396e-06,4778.13856900237
0.57613493454344,0.784521126767074,5.27678512398636e-06,4781.11823589773
0.720887067060311,0.669774739355676,5.32882978875941e-06,6232.46597581886
0.641272063009752,0.799850847562595,6.14489763275278e-06,5260.6206276296
0.866930976921189,0.816708946577816,6.53682215933125e-06,4967.70471480925
0.698532712709418,0.726585580399394,6.18871559030304e-06,4831.07319682713
0.741186551592822,0.776769850759142,6.3996572596867e-06,4886.1062243158
0.631318771376473,0.799910500260681,5.91196204402998e-06,5067.57629709507
0.800609385500114,0.531271848538408,5.29259089500333e-06,14100.7986471153
