wind_speed,swr,mixing.coef_mix_hyp,qual
1,1,1,9099.11376265438
1.00119577406549,1.09440679217816,1.01862020286083,8543.39673024326
0.906467252467387,1.05697940168092,1.02815871048885,5891.44415954805
0.940157185130887,0.95466315869718,0.953032978895845,7684.19117658811
0.920537936705008,1.01237938666797,1.15890132109327,7605.72679755568
0.916144997272352,0.967512087562552,1.0959808014165,7510.85587601073
0.991175087038198,0.911812629144762,1.1881149123682,9370.3552748881
0.979776171190819,1.01753682179732,0.928790295310372,7750.44580585119
0.888542135257882,1.03608574178808,1.05748975090245,6759.88328201484
0.85130689567655,1.0243879774774,1.17988875531417,5636.46664162366
0.722340429957036,1.05880845471733,1.20788007392787,5622.94744564649
0.594852677153552,1.07069217676929,1.14647581196472,12250.1103106865
0.630971960248993,1.00688475378865,1.01874424669426,8935.67144315279
0.695901760417787,0.981957646013506,1.10781876817751,4907.92765122333
0.661479509635396,0.836864823874197,1.07308924581321,9821.63158309447
0.821385499067704,1.16714663592242,1.14884733829505,4197.44402578694
0.784418364788268,1.24496099888099,1.20380722023882,5029.44738950747
0.790689486726683,1.19668804503796,1.03938176035292,4531.70339426778
0.833348994718255,1.12752242661129,0.931161660186354,4564.14380979484
0.645710028952785,1.31826852458341,1.1688750215994,6147.81389282966
0.873084574379612,1.17979692182731,1.17128642324853,4454.1893316593
0.85926879184493,1.18477062969869,1.00078136071979,4698.84597094458
0.681438608780988,0.976905254247551,0.90838527808231,4271.07232422156
0.985408086412394,1.20440122395631,1.14263412932191,9626.49724082036
0.971482061919825,1.25792066761212,1.01459438384527,10447.7399727056
0.922689976749186,1.06911674646479,1.40595941654665,8902.50493266558
0.599212359288463,1.15113850788366,1.38275012769037,7764.93959483675
0.82160212612354,1.21650282140539,1.07219803122613,5171.51639798386
0.754057846903303,1.16286794535455,1.12223573189214,5298.33370986549
0.76667835896497,1.34340460400123,1.21082662641048,5644.46178778198
0.799792247019895,1.18969931859298,1.23477087851083,4326.67916180102
0.842658515991302,1.26949339571469,1.18853803652362,5447.91954073642
0.798671216487205,1.18605144703853,1.26121229064899,5108.738180831
0.559312681888207,1.09939643782497,0.846140838835957,15862.0574281231
0.786240253439958,1.10598689411398,1.1291344124928,4342.52226971186
0.829684904848373,0.96909002566508,1.1366071853229,6493.04706587299
0.862396765634803,1.16215693452896,1.26711844470507,4475.72681699874
0.741774088605672,1.10373071363014,1.14637717880942,4531.52857494225
0.869762214150025,1.1978524910291,1.14259566288961,5389.65804066898
0.869062222069171,1.22647961704504,1.08563576825311,5237.82512318608
0.648461181306434,1.11348624047509,0.965388766251958,6493.00861373012
0.684748022265266,1.10757374435523,1.13135980043438,4821.35312051417
0.851425801921279,1.18209312221457,1.37122034842729,5458.67029730453
0.780386843558124,1.15892494839577,0.991304288149045,4883.8440351734
0.791358263749509,1.08399150933903,1.21667770333559,4526.30558838245
0.771062024736152,1.17304756164095,1.19711359581933,4412.2892293725
1.00754410048371,1.36226662895522,1.20947239333204,12970.0380958885
0.844988628160801,1.08689215559433,1.16720919974564,4994.17690455714
0.719793074814425,1.1592131144625,1.3002572695244,4293.23015501454
0.875256696587729,1.30629902838703,1.04593275345713,5987.21740477124
0.78261574319699,1.20661661487892,1.11626214448156,4518.245821873
0.883746265737341,1.29083608504282,1.23530870252745,5920.27512574949
0.820747202729414,1.27785508211197,1.00500140804719,5786.30671415977
0.74302894116083,1.09624334847843,1.08114801602645,4894.14408391879
0.69784709542095,1.25474682381139,1.230813413371,4723.86626712956
0.782986218098584,1.12238842200288,1.1963083529601,4621.7886000903
0.797923533287247,1.29130658895204,1.05821781527152,5624.5091722823
0.938264659308675,1.1112809128334,1.24722644884495,9304.8914609382
0.849628314459304,1.15330662500333,1.33598999154658,5171.99266104098
0.871472165240091,1.11217460572984,1.24658003097052,4853.0271877808
0.813511761715257,1.13498116239384,1.09651914166603,4927.55089061877
0.791721180248835,0.910765295019286,1.18069602203321,7121.83781875512
0.73915492349983,1.41093378043521,1.01279427419844,7316.99964032126
0.71749910660309,1.10299568611521,1.0579364233007,6892.5242813427
0.876195945480916,1.12740357909739,1.07894996550475,6122.13935691892
0.731768988010692,1.2641995878911,1.11755114236085,4943.64947182876
