par_id,rmse,nse,r,re,mae,nmae
p0001,1.31081169813054,0.873835123811853,0.976978003519849,-0.107689745115549,1.05154872541775,0.109298119747245
p0002,1.33615093280323,0.868910204126101,0.966417272011564,-0.0962530561180053,1.01252156122441,0.103966339073786
p0003,2.44653488096046,0.560498185106735,0.890464296151592,-0.167021235489163,1.79998213272839,0.169210393831566
p0004,0.753471825728201,0.958313840691183,0.986525617557705,-0.0521276806608733,0.60929994360473,0.0722325405760251
p0005,1.91327916617859,0.7312091171533,0.926875059065788,-0.127164436818497,1.37951522349868,0.133248633011753
p0006,1.58717461549724,0.815027457229376,0.959436528164468,-0.118882293816034,1.2041759268847,0.119926445776434
p0007,2.36256304189074,0.590150263105757,0.890810639299619,-0.156097341808324,1.71450767108844,0.160504772475204
p0008,0.984980975661395,0.928761702204362,0.986454659465467,-0.0835666090221216,0.793864714977158,0.0852425611239797
p0009,0.86232987375498,0.945398482599587,0.990427832864008,-0.0816614295030782,0.747631274721947,0.0860964944647358
p0010,1.40976031220104,0.854068714235262,0.978665593669538,-0.12060153546132,1.16850807962297,0.120753479120772
p0011,2.71893341440382,0.457181059736588,0.864471759830671,-0.185243335103805,2.00971355020526,0.187526230177987
p0012,1.10190565403517,0.91084480139492,0.988005185645588,-0.101011671046032,0.948694096917516,0.102228865128741
p0013,1.12737389175775,0.906675903341058,0.981657565979432,-0.0928715448483108,0.901866724349055,0.0954767594408155
p0014,2.20691231555582,0.642374889284897,0.923532835990783,-0.161540062874915,1.68901006096474,0.162232717226071
p0015,2.46173645509797,0.555019517229905,0.911424567821135,-0.183604689854298,1.92116218278499,0.18387587725953
p0016,1.91395045944111,0.731020468088355,0.961194870210547,-0.156813192622243,1.58053783850149,0.156875646436087
p0017,1.79768273789292,0.762707536472551,0.941767378203459,-0.127347294888844,1.32433847604106,0.130089419188594
p0018,1.64942291573314,0.800233851351116,0.968110010752192,-0.134497040812126,1.34502879982666,0.134895123643539
p0019,1.51152356581461,0.832240279496531,0.969837770623675,-0.120899636659911,1.20641631412799,0.121535459008554
p0020,1.82523728837092,0.755377436016035,0.935749384812952,-0.124614637164496,1.32821578186777,0.129788265894776
p0021,2.05793570605429,0.689027880526381,0.930294900162207,-0.149621568167521,1.55153232523575,0.150535885266044
p0022,1.01940405659774,0.92369542746166,0.989118264358141,-0.0954565557328583,0.895014422372188,0.098461854886985
p0023,1.22090973804091,0.890547681838346,0.98504152175295,-0.106757286890136,1.02983751793556,0.10725094775875
