par_id,rmse,nse,r,re,mae,nmae
p0001,0.581898193143177,0.97513709525358,0.988367683755152,0.00469674751803564,0.414492213935649,0.0427441895327928
p0002,0.875436705683245,0.943726056178784,0.973540251009299,-0.0173041256144222,0.61353044534413,0.055655065726319
p0003,1.40242659319103,0.855583064355956,0.935250375486388,-0.0363539125672402,0.989216535265289,0.0868716194970097
p0004,0.617489515928912,0.972002643625177,0.98770303231024,0.0147221567777491,0.43343936501172,0.0434391616910781
p0005,0.918596674998177,0.938040545291268,0.970204564992789,-0.0133357531167561,0.662613573407202,0.0606564308749997
p0006,0.683542167123401,0.96569254749665,0.983785197588242,-0.0150154879559726,0.47955748135521,0.0449553341472158
p0007,0.771576712652701,0.956286450542304,0.980985854541204,-0.0238366418459121,0.57519471979544,0.0555545573124918
p0008,1.36003972305085,0.864180841606678,0.949067685063553,-0.0550426006473519,0.943850701044108,0.0833717907249219
p0009,0.901062837388851,0.940383289974201,0.974595835320392,-0.00130732128902456,0.612771293415726,0.0633347994334257
p0010,0.675348398926748,0.966510119490028,0.984218295197856,-0.0169772360547387,0.503417306626891,0.0514537325237983
p0011,0.809633415399271,0.951867912542509,0.976365186948129,-0.00847346362012695,0.57823343703388,0.053540284825547
p0012,1.26793367760836,0.881954095721051,0.943946914688695,-0.0223637106464888,0.909348199445983,0.080967820432935
p0013,2.40223065490696,0.576271907280705,0.852381996882012,-0.119942694562365,1.58974457276795,0.13435765327311
p0014,0.652030573228393,0.968782812801559,0.986059478101303,0.00159947204491634,0.465542335393139,0.0488732662850829
p0015,0.644926912662984,0.969459309669673,0.985789506228009,-0.019486486732367,0.485934813552099,0.0513785416140451
p0016,0.725123480597703,0.961391601629953,0.983154633369337,-0.023825971922542,0.510165105476241,0.0478666999372951
p0017,1.03966561545545,0.92063204129952,0.964850743156044,-0.026451230858383,0.745201197528234,0.0675982051334111
p0018,0.636392489571588,0.970262261366711,0.985414516465957,-0.00897131146245424,0.463333560622203,0.0449892853200342
p0019,0.723840343063115,0.961528119216082,0.984955179789346,-0.0315777238127392,0.529994749627104,0.0520467705322567
p0020,1.06864716760667,0.916145470434092,0.968831326735502,-0.0436450874283309,0.764675133177072,0.070116444463683
p0021,1.44444698687367,0.846799189337847,0.931711725364494,-0.0397094389466176,1.00160616236949,0.0872168668884921
p0022,1.04785900736213,0.919376146725442,0.964996550932894,-0.0309768412816614,0.726159710206691,0.0647597438065768
p0023,0.70278064087014,0.963734186133901,0.985896969156216,0.0274715591254848,0.498882514383124,0.0493357300874207
p0024,1.02663100487927,0.9226096873888,0.962420249425221,-0.0125405519578028,0.743046473471127,0.0676294574036859
p0025,0.921610638012568,0.937633293953428,0.983352159595606,0.0367022462663266,0.608920779884935,0.0577847176331
p0026,2.32473236141858,0.60317066310831,0.850629023871689,-0.103461394755164,1.54763059450245,0.130288762695626
p0027,0.582011639747539,0.97512739978759,0.989637119862646,-0.0271070891157722,0.43355696143192,0.0469543183233761
p0028,0.622044176330381,0.971588098143413,0.985985109300321,-0.00710366490735747,0.445511625825698,0.0423266798589168
p0029,1.06948983538232,0.916013173504561,0.968479488608201,-0.0426431593755344,0.765903349669721,0.0700937848177506
p0030,2.08919518219786,0.679508969073943,0.880172192993878,-0.0916992489204967,1.40294396761134,0.119115388538475
p0031,0.670580105882997,0.966981360173953,0.98396453071323,-0.0106869445170818,0.472077310888557,0.0439400948693673
p0032,0.722145263622276,0.96170809408888,0.981356571806126,0.0141948247395861,0.522935286597059,0.0509553657308665
p0033,2.67230097897391,0.475641164454496,0.816589658921219,-0.134658830513684,1.7812431621564,0.150300041377393
p0034,1.52075978831769,0.830183811206261,0.937527673325782,-0.0637284407041112,1.04905881525677,0.0918251366733032
p0035,0.918442229343876,0.938061378295183,0.973142088483668,-0.0262856158986608,0.664712022160665,0.061439666264201
p0036,0.695912556413982,0.964439554434424,0.985782483267051,-0.0295843898706696,0.522120451736629,0.0520504850164713
p0037,1.13163990882928,0.905968284607501,0.965275569515973,-0.0476005502048326,0.792552069038994,0.071595607084452
p0038,0.534526165060979,0.979020468463481,0.990010292032643,0.000236610065368012,0.368550624334115,0.0381985100324837
p0039,0.596680788362393,0.973857810495294,0.987573407954629,-0.00933818032035037,0.442725408054549,0.047644132172777
p0040,0.655194718248095,0.96847909890024,0.986800623130158,0.00438264522007173,0.449742561261453,0.0471646482051124
p0041,0.979173552374947,0.9295992642385,0.971825676633899,0.00597578017011778,0.645905152354571,0.0657261704657697
p0042,0.779049073551745,0.955435659928787,0.979895890744013,-0.0204382226870094,0.559296283826976,0.0525292689692193
p0043,2.26697469919044,0.622644056116793,0.865468219966082,-0.108149186950985,1.50329694438525,0.127000946929089
p0044,1.44408335532987,0.846876314543033,0.944653188730582,-0.0632367280312592,0.980170909865758,0.0856581214132524
p0045,1.72540682316211,0.781404674289575,0.916575112249986,-0.0718499198303931,1.16530784572768,0.100053775894468
p0046,0.738064258242893,0.960001270403495,0.987989867776883,0.0285250810298674,0.514829861495845,0.0501274030963344
p0047,0.627096436597284,0.971124699356472,0.987447518664946,0.00860921942977133,0.44598683997443,0.0459652540468428
p0048,0.744848305607594,0.959262580326761,0.97970224699231,0.00965987330117793,0.542910543362455,0.0519730563170301
p0049,2.67793270965009,0.473428719481108,0.79820187412135,-0.116714350634904,1.80746679735777,0.152036274712086
p0050,1.18702490033548,0.89653880093316,0.956278703454488,-0.036395538513773,0.835247619859365,0.0743239975372847
p0051,0.80993957482451,0.95183150377245,0.983962609648743,0.0227176035288166,0.533610330279139,0.0526638964931796
p0052,0.964733428790453,0.931660388798812,0.96928193743597,-0.0242050652168573,0.678144649477946,0.0612347672381967
p0053,2.09087451828038,0.678993528037422,0.882442651688366,-0.0963225762442591,1.37807194545067,0.116512700757904
p0054,0.97590187407773,0.930068933306598,0.971488404162411,-0.0338575078346157,0.69405168122736,0.0634472372193875
p0055,2.4723416498281,0.551177294683934,0.836893485673126,-0.117761995438096,1.6340767867036,0.13737194531033
p0056,2.40364945818241,0.575771235672988,0.845150109155372,-0.112323546557151,1.59614888557426,0.134355608741232
p0057,0.54247524107036,0.97839184473692,0.989539556806194,-0.00779721648903428,0.388513901555508,0.041566018573512
p0058,0.875632634050972,0.943700864418617,0.975982730187603,-0.0269081530327903,0.639140068186661,0.0599792652500388
p0059,1.43173155396131,0.849484563718758,0.948186776683255,-0.0680737723478784,0.956901393564884,0.0840652511646663
p0060,0.906459819363553,0.939666993907929,0.9712614108422,-0.0162947564873287,0.62597275516727,0.0561000988364927
p0061,0.690845697271147,0.964955492343618,0.983058582616353,-0.0115413045768188,0.511374975495419,0.0497586924765126
p0062,0.633924841839013,0.970492433760573,0.985288225544887,0.00139472245945864,0.450406260387812,0.0446520658040246
p0063,2.64826496642739,0.485031434918138,0.812672447419735,-0.126552888458772,1.76252610696782,0.148301255298017
p0064,0.798849845599511,0.953141523973334,0.979456020274342,-0.0251046788323974,0.549411233752397,0.050457987687178
p0065,0.59752222614428,0.973784027204611,0.987358043073246,-0.0119776202838086,0.433592256552312,0.0429244729413087
p0066,0.613654757000225,0.972349304529231,0.987963534429524,0.0135091085097342,0.436070108672491,0.0442698023667594
p0067,0.76369094038938,0.957175418647199,0.979868617115915,-0.0151922020304165,0.566938606435116,0.0543364315049904
p0068,0.841790676191377,0.947968532967718,0.979624726288893,-0.0334463702272627,0.621109593010867,0.0593522170853798
p0069,0.590801711188479,0.974370428939146,0.987305537725692,0.00133425301850838,0.414222753036437,0.0405686266774782
p0070,0.77056317641833,0.956401218564932,0.981005660018091,-0.0243944388204193,0.536604717664607,0.0498260851823095
p0071,0.67509218013848,0.966535525958466,0.983439106018897,0.00793395596232508,0.484424990411251,0.0473592108699339
p0072,1.02591484493271,0.922717622003137,0.962630420949462,-0.0139722740081165,0.731426464947795,0.066006660621538
p0073,0.901099849680078,0.94037839221067,0.977713688736008,-0.0385661825040182,0.64520935861922,0.060547372270626
p0074,0.831014121552997,0.949292213096951,0.979082071373126,-0.0297451691534227,0.590619901981675,0.0551844408821429
p0075,1.33781763370194,0.868582960033023,0.94339772068466,-0.0417135637698382,0.909678026848498,0.0790079128066748
p0076,1.57764785693949,0.817241328483795,0.929467203953657,-0.0644954268578358,1.05927002770083,0.0912220376321405
p0077,0.620751357480405,0.971706074562067,0.987915337395251,0.0104102587831655,0.439850198167483,0.0450771662808056
p0078,0.847346201589288,0.94727948758025,0.976427570109946,-0.021821004346185,0.620639458768378,0.0583394205507668
p0079,1.69213803289965,0.789753186398134,0.913166879241587,-0.061312200651607,1.13683194545067,0.0971963680531816
p0080,1.08547295069522,0.913484113949794,0.965131336327825,-0.0389317597591637,0.758302365224803,0.0680562165979848
p0081,2.27574901351578,0.619717294431585,0.841467471472259,-0.0816598711281726,1.55598096739825,0.132427984504857
p0082,0.650259010141227,0.968952216168648,0.98457695721816,0.00500094285023443,0.467392516513957,0.0446589659061845
p0083,0.677924761503092,0.966254113398422,0.986405961080427,-0.0311368891579989,0.515601474536544,0.0539063646188603
p0084,1.21625485375283,0.891380694491746,0.956653696485725,-0.0432359840906066,0.861671885787343,0.0771227209625491
p0085,0.701041839847821,0.963913419940517,0.986936080969609,0.0192104616551243,0.482826972086086,0.0482298848827825
p0086,1.9565824562525,0.718904327927048,0.880375808966099,-0.0653440553830016,1.35595576390369,0.116699027883771
p0087,0.645062020221035,0.969446512218603,0.987853496059529,-0.0307322429356653,0.48684804176433,0.0510931568552227
p0088,0.747794713991138,0.958939651552106,0.983529052904653,0.00940763670044512,0.507606251864479,0.0521412352712878
p0089,1.91632081876755,0.730353812430861,0.907631544305295,-0.0943915150224907,1.26731488173876,0.108659652076493
p0090,2.17530015804234,0.652546867390684,0.86201265548667,-0.0882447995740136,1.44595944598338,0.121949388962329
p0091,2.31379634176387,0.606895415256044,0.846086541288522,-0.0964469770486518,1.55175943319838,0.130912360543789
p0092,1.02958346552241,0.922163917861365,0.970860283082471,-0.0419225623225435,0.736221257191562,0.0676687727518796
p0093,1.6013444902586,0.81170994231291,0.913166717955994,-0.036718548654817,1.14899832942681,0.101367208319734
p0094,0.854033031208129,0.946444116889708,0.973158670463267,-0.00247154566384655,0.617333057745579,0.0573536850351745
p0095,2.03235115157821,0.696711918001018,0.897533983772672,-0.102274252069818,1.34380511826124,0.115010922899695
p0096,1.09095800604101,0.912607549693548,0.963499934426695,-0.0361273179839474,0.753476965693586,0.0670255253882474
p0097,1.51067282826755,0.832429068255924,0.921880658647086,-0.0320333318217878,1.0978864265928,0.0974335571451085
p0098,2.10923739920197,0.673330358937999,0.863627002125559,-0.0755902209865585,1.435103997443,0.122236751927213
p0099,1.86125732647989,0.745627188950755,0.89078901116307,-0.0609619561379121,1.27369841039847,0.109203150861684
p0100,0.608990072588614,0.972768079224599,0.987127365737851,0.0079550488537556,0.430108898359258,0.0436197745126443
p0101,0.725112072952658,0.961392816395305,0.98082473767967,0.0094501026546308,0.526867828681014,0.0503889404006348
p0102,0.595679406204312,0.973945483353919,0.987370120818681,-0.0106030102424995,0.444902667803111,0.0474799072783034
p0103,0.545057068624109,0.978185673893055,0.989654221736774,-0.00409319162734804,0.390126418069465,0.0416247870768394
p0104,1.04504551559458,0.919808514098401,0.971438137507269,-0.0477849100534354,0.720181483059876,0.0656828814549019
p0105,0.619046132415817,0.971861309799094,0.989106923147526,-0.0306914475309483,0.468985122522906,0.0487990493101332
p0106,0.606986793558827,0.972946943911347,0.989432889617528,0.0189871773673777,0.427670287662476,0.0423112078049688
p0107,1.11699424235894,0.90838644882603,0.966168047421912,-0.0486915493688197,0.757554438525463,0.0680203597545791
p0108,1.58989025480751,0.814393943519401,0.92642014805391,-0.0626158593197279,1.05915403792883,0.0908650180626053
p0109,1.55958143339694,0.821403081446196,0.939984037107821,-0.0755102819926253,1.05405465587045,0.0924058934378836
p0110,0.667021256257952,0.967330898006551,0.984129284798721,-0.0115686521018285,0.489963191988067,0.0488885695812035
p0111,2.12305218890014,0.669037194701803,0.873748770779735,-0.0908872376062335,1.4249343447688,0.120783446826496
p0112,0.672290991534059,0.966812660921018,0.98858861604415,-0.0390322207532444,0.519367155337737,0.054494036557644
p0113,1.04191509810705,0.920288219228218,0.96440562189965,-0.025991217610741,0.742003191988067,0.0669455665850405
p0114,1.40224732154893,0.855619983516761,0.942426618476548,-0.0515787786526387,0.967905872576177,0.0845761218728242
p0115,0.64818880567806,0.969149592734993,0.986097952216553,0.0169465112697021,0.450760230129981,0.0443787235599201
p0116,1.83055509823228,0.753949948963265,0.904297214084048,-0.0750008423598321,1.22831282335393,0.104697991080058
p0117,1.96892151686473,0.715347725114078,0.899868057184096,-0.0951135581465644,1.29266183251651,0.110104320489483
p0118,1.01905870844376,0.923747118799287,0.96671187850345,-0.0294766788723119,0.701812606008949,0.0625723816804395
p0119,0.904563144190702,0.939919211145855,0.971712660830423,-0.0175730369548063,0.631331936927339,0.0570358456979412
p0120,0.701893255189827,0.963825712406642,0.982602709944681,-0.0121568438749534,0.506115925847006,0.0478322518402318
p0121,0.505409130248712,0.981243836269546,0.991277288093091,0.000422478784020959,0.339751783507351,0.0352692291572246
p0122,2.10398419323739,0.674955520637746,0.869871157755564,-0.0831891117610326,1.41301953121671,0.119574146363868
p0123,0.721053965763889,0.961823739243208,0.981056440278015,-0.00570280563712878,0.53319767739186,0.0514837476750305
p0124,0.975045646320174,0.930191590419734,0.966557330096559,-0.0146685144482302,0.699180890688259,0.0635495253810299
p0125,0.565755842354262,0.976497398133917,0.989310819580784,0.00600581612347049,0.397586720647773,0.0407849016719076
p0126,2.3386955116634,0.598389357274331,0.857647408045351,-0.113758293506347,1.5441379884935,0.13019605926317
p0127,0.813610755408471,0.951393851333597,0.979825344953263,0.0041113912208435,0.551743285744726,0.0570173874931956
p0128,0.752561346811292,0.958414525112993,0.981213335373997,-0.00561035815776514,0.54059307905391,0.056942562522392
p0129,1.08660787283553,0.913303105062528,0.961173247199936,-0.0298431236633954,0.736130338802472,0.0646290664478913
p0130,0.530882344577099,0.979305524986141,0.990540566976179,0.00618077320942052,0.359465203494566,0.0356998667860379
p0131,0.652202362143657,0.968766361201268,0.986512516645453,-0.0256737749435304,0.489747803111016,0.0514621638454978
p0132,1.98922617567981,0.709446454366129,0.891668922310153,-0.0866909927897018,1.34292505007458,0.114629651351996
p0133,0.836163607013407,0.948661831414388,0.981801382868486,0.0181206514860196,0.542278512678457,0.0541846594537578
p0134,1.09870799328328,0.911361496131071,0.977447427179222,0.0424528471783963,0.68941532069039,0.0641872587108826
p0135,2.65951320281476,0.480647591361576,0.802495487793131,-0.117759315080327,1.78719876837844,0.150188154276728
p0136,2.6617555450261,0.479771448484537,0.795189947897536,-0.109331351234971,1.80310079266993,0.152119055903166
p0137,0.641704802344084,0.969763715178044,0.984985318524688,0.00532489943363312,0.454843272959727,0.044499853093192
p0138,1.43741333261305,0.848287562371174,0.938885941279658,-0.0545711189227428,0.960219441721713,0.0831206366005649
p0139,2.68104274584381,0.47220493466631,0.814447514419994,-0.133902738123774,1.79117664606861,0.150807513148849
p0140,0.63788449270238,0.970122659436984,0.987830082881859,0.0132068289023557,0.448937264010228,0.0456719142979776
p0141,0.627314301088964,0.971104632281886,0.990517910194868,0.023432752913014,0.447341312593224,0.043951542690453
p0142,1.50904093624762,0.832790906982303,0.936248524827005,-0.0635550855425719,0.998680818239932,0.0861802492165729
p0143,0.596329061140569,0.973888621641849,0.987316648241321,-0.0117769248652939,0.438286669507778,0.046413162279448
p0144,1.24003983363183,0.887090854376626,0.952218974281269,-0.0411627570900102,0.830248736415939,0.072308781347913
