Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
       12   12.0000       6.42377       6.42377       6.42377      0.303814      0.107051E-01  0.501727E-02  -102.892      -29.6213      -45.4408       22.2079       0.00000      -342.929       16.0500      0.500000       5.00000       4.00000      0.529352       0.00000       0.00000       0.00000       0.00000    
       13   13.0000       6.31968       6.31968       6.31968      0.678698      0.239191E-01  0.422938E-02  -69.6431      -12.8305      -35.9727       19.9306       0.00000      -342.418       16.0500      0.500000       5.00000       4.00000      0.506618       0.00000       0.00000       0.00000       0.00000    
       14   14.0000       6.25531       6.25531       6.25531      0.356285      0.125580E-01  0.505749E-02  -109.252      -29.3779      -55.8267       19.9204       0.00000      -342.103       16.0500      0.500000       5.00000       4.00000      0.492561       0.00000       0.00000       0.00000       0.00000    
       15   15.0000       6.14019       6.14019       6.14019      0.379082      0.133644E-01  0.396918E-02  -57.8964      -14.3716      -22.8329       12.7435       0.00000      -341.539       16.0500      0.500000       5.00000       4.00000      0.467416       0.00000       0.00000       0.00000       0.00000    
       16   16.0000       6.08171       6.08171       6.08171      0.516946      0.182269E-01  0.217627E-02  -26.3304      0.723308      -9.49325       21.0876       0.00000      -341.254       16.0500      0.500000       5.00000       4.00000      0.454646       0.00000       0.00000       0.00000       0.00000    
       17   17.0000       6.07441       6.07441       6.07441      0.415522      0.146510E-01  0.334979E-02  -49.9838      -8.17393      -19.4851       24.0423       0.00000      -341.218       16.0500      0.500000       5.00000       4.00000      0.453051       0.00000       0.00000       0.00000       0.00000    
       18   18.0000       6.04058       6.04058       6.04058      0.266087      0.938261E-02  0.485172E-02  -114.148      -32.7034      -47.2621       28.1767       0.00000      -341.053       16.0500      0.500000       5.00000       4.00000      0.445663       0.00000       0.00000       0.00000       0.00000    
       19   19.0000       5.92982       5.92982       5.92982      0.630421      0.222343E-01  0.601648E-02  -212.378      -72.7017      -81.0863       36.5488       0.00000      -340.512       16.0500      0.500000       5.00000       4.00000      0.421473       0.00000       0.00000       0.00000       0.00000    
       20   20.0000       5.70392       5.70392       5.70392      0.287082      0.101294E-01  0.565629E-02  -214.925      -62.5250      -69.9079       51.9099       0.00000      -339.410       16.0500      0.500000      0.367129       5.71727     -0.397192E-01   0.00000       0.00000       0.00000       0.00000    
       21   21.0000       5.49503       5.49503       5.49503      0.174619      0.616374E-02  0.510473E-02  -188.857      -49.7165      -54.1056       53.8346       0.00000      -338.395       16.0500      0.500000      0.191047       5.81517      -1.82990       0.00000       0.00000       0.00000       0.00000    
       22   22.0000       5.32432       5.32432       5.32432      0.499524      0.176381E-01  0.474246E-02  -151.064      -57.7111      -63.1928       26.1909       0.00000      -337.566       16.0500      0.500000      0.413863       5.68902     -0.962285       0.00000       0.00000       0.00000       0.00000    
       23   23.0000       5.16550       5.16550       5.16550      0.489980      0.173064E-01  0.434327E-02  -145.510      -43.6531      -55.6839       38.7691       0.00000      -336.797       16.0500      0.500000      0.406148       5.69328      -1.41903       0.00000       0.00000       0.00000       0.00000    
       24   24.0000       5.03051       5.03051       5.03051      0.873620      0.308647E-01   0.00000      -1.95821       11.2904     -0.506164       11.6361       0.00000      -336.144       16.0500      0.500000      0.439670       5.67475      -1.60008       0.00000       0.00000       0.00000       0.00000    
       25   25.0000       5.04496       5.04496       5.04496      0.943701      0.333397E-01   0.00000       12.3793       23.3937     -0.866671       24.7660       0.00000      -336.214       16.0500      0.500000      0.532794       5.62345      -1.18565       0.00000       0.00000       0.00000       0.00000    
       26   26.0000       5.09409       5.09409       5.09409       1.29410      0.457146E-01  0.333172E-02  -96.4197      -7.25172      -38.5064       49.0139       0.00000      -336.451       16.0500      0.500000      0.618485       5.57674     -0.852158       0.00000       0.00000       0.00000       0.00000    
       27   27.0000       5.03442       5.03442       5.03442       1.60043      0.565423E-01   0.00000      -17.1758       15.0806      -19.2575       28.4641       0.00000      -336.163       16.0500      0.500000      0.632121       5.56938     -0.924138       0.00000       0.00000       0.00000       0.00000    
       28   28.0000       5.05008       5.05008       5.05008       1.03909      0.367092E-01   0.00000       31.2765       33.0535       6.12102       12.9502       0.00000      -336.238       16.0500      0.500000      0.687145       5.53972     -0.778134       0.00000       0.00000       0.00000       0.00000    
       29   29.0000       5.10776       5.10776       5.10776       1.21192      0.428105E-01  0.249057E-02  -78.0599       11.0925      -26.7162       64.0724       0.00000      -336.517       16.0500      0.500000      0.758669       5.50142     -0.566618       0.00000       0.00000       0.00000       0.00000    
       30   30.0000       5.09056       5.09056       5.09056       1.48392      0.524204E-01  0.214444E-02  -68.8402       12.6159      -23.8957       62.4304       0.00000      -336.434       16.0500      0.500000      0.776943       5.49172     -0.563829       0.00000       0.00000       0.00000       0.00000    
       31   31.0000       5.08307       5.08307       5.08307      0.828004      0.292502E-01  0.268783E-02  -65.6805       1.44988      -34.5813       42.6611       0.00000      -336.398       16.0500      0.500000      0.800606       5.47918     -0.540284       0.00000       0.00000       0.00000       0.00000    
       32   32.0000       5.05425       5.05425       5.05425      0.390670      0.138016E-01  0.317837E-02  -90.9917      -9.71241      -39.1664       48.9177       0.00000      -336.259       16.0500      0.500000      0.808878       5.47481     -0.567754       0.00000       0.00000       0.00000       0.00000    
       33   33.0000       5.00106       5.00106       5.00106      0.882121      0.311668E-01   0.00000       54.4784       34.0433       28.3652       16.9753       0.00000      -336.001       16.0500      0.500000      0.802606       5.47812     -0.649075       0.00000       0.00000       0.00000       0.00000    
       34   34.0000       5.09347       5.09347       5.09347       1.49835      0.529299E-01  0.265708E-02  -64.5918      -4.80102      -30.3664       42.8134       0.00000      -336.448       16.0500      0.500000      0.888819       5.43258     -0.416627       0.00000       0.00000       0.00000       0.00000    
       35   35.0000       5.06609       5.06609       5.06609       1.63068      0.576076E-01  0.312040E-02  -80.8733      -18.0411      -33.3698       40.8683       0.00000      -336.316       16.0500      0.500000      0.889904       5.43201     -0.449020       0.00000       0.00000       0.00000       0.00000    
       36   36.0000       5.01539       5.01539       5.01539      0.821065      0.290088E-01  0.321120E-02  -103.877      -8.78999      -47.3567       59.8061       0.00000      -336.071       16.0500      0.500000      0.876474       5.43903     -0.527812       0.00000       0.00000       0.00000       0.00000    
       37   37.0000       4.95958       4.95958       4.95958      0.703587      0.248609E-01  0.262436E-02  -53.2891      -6.99588      -29.9611       26.8948       0.00000      -335.801       16.0500      0.500000      0.864289       5.44541     -0.613825       0.00000       0.00000       0.00000       0.00000    
       38   38.0000       4.92654       4.92654       4.92654      0.547807      0.193577E-01  0.957825E-03  -39.9500       9.92697      -27.0672       44.0512       0.00000      -335.641       16.0500      0.500000      0.870986       5.44190     -0.646131       0.00000       0.00000       0.00000       0.00000    
       39   39.0000       4.93262       4.93262       4.93262      0.456149      0.161186E-01   0.00000       16.4349       22.0735       4.98408       35.0947       0.00000      -335.671       16.0500      0.500000      0.902625       5.42532     -0.596072       0.00000       0.00000       0.00000       0.00000    
       40   40.0000       4.99943       4.99943       4.99943      0.576488      0.203683E-01   0.00000      -38.2282       4.86460      -21.3482       43.8288       0.00000      -335.994       16.0500      0.500000      0.970299       5.39001     -0.439568       0.00000       0.00000       0.00000       0.00000    
       41   41.0000       5.00717       5.00717       5.00717      0.535449      0.189181E-01  0.231492E-02  -51.5963      -9.66904      -25.0073       36.7557       0.00000      -336.031       16.0500      0.500000      0.995136       5.37716     -0.406000       0.00000       0.00000       0.00000       0.00000    
       42   42.0000       4.98867       4.98867       4.98867      0.273544      0.966498E-02  0.246737E-02  -44.8107      -7.61323      -20.5173       23.7706       0.00000      -335.942       16.0500      0.500000      0.999894       5.37471     -0.421593       0.00000       0.00000       0.00000       0.00000    
       43   43.0000       4.96225       4.96225       4.96225      0.757178      0.267543E-01   0.00000       52.4147       33.9794       26.5520       19.6446       0.00000      -335.814       16.0500      0.500000      0.999607       5.37485     -0.450745       0.00000       0.00000       0.00000       0.00000    
       44   44.0000       5.05518       5.05518       5.05518      0.709615      0.250693E-01   0.00000      -30.1705       13.8387      -13.8343       57.9222       0.00000      -336.263       16.0500      0.500000       1.08325       5.33173     -0.278785       0.00000       0.00000       0.00000       0.00000    
       45   45.0000       5.09111       5.09111       5.09111      0.425360      0.150261E-01   0.00000      -18.6062       9.92535      -15.2030       39.3016       0.00000      -336.437       16.0500      0.500000       1.12387       5.31102     -0.213669       0.00000       0.00000       0.00000       0.00000    
       46   46.0000       5.11791       5.11791       5.11791      0.783367      0.276715E-01   0.00000       38.4921       32.5708       14.6484       34.5450       0.00000      -336.566       16.0500      0.500000       1.15571       5.29486     -0.167200       0.00000       0.00000       0.00000       0.00000    
       47   47.0000       5.21174       5.21174       5.21174       1.06844      0.377345E-01   0.00000      -27.8614       21.4922      -19.2947       63.7538       0.00000      -337.021       16.0500      0.500000       1.24402       5.25025     -0.338053E-01   0.00000       0.00000       0.00000       0.00000    
       48   48.0000       5.25778       5.25778       5.25778      0.861230      0.304137E-01  0.808999E-03  -64.3646       10.1761      -34.4699       72.9739       0.00000      -337.244       16.0500      0.500000       5.00000       4.00000      0.274700       0.00000       0.00000       0.00000       0.00000    
       49   49.0000       5.26847       5.26847       5.26847      0.559711      0.197654E-01   0.00000      -49.2736       17.4923      -20.2447       82.9372       0.00000      -337.295       16.0500      0.500000       5.00000       4.00000      0.277033       0.00000       0.00000       0.00000       0.00000    
       50   50.0000       5.31126       5.31126       5.31126      0.756011      0.266953E-01  0.231269E-02  -82.6254     -0.127844      -38.5019       77.4616       0.00000      -337.503       16.0500      0.500000       5.00000       4.00000      0.286379       0.00000       0.00000       0.00000       0.00000    
