Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
       51   51.0000       5.30427       5.30427       5.30427       1.08471      0.383025E-01  0.352312E-02  -129.205      -17.6798      -55.1286       86.8969       0.00000      -337.469       16.0500      0.500000       5.00000       4.00000      0.284853       0.00000       0.00000       0.00000       0.00000    
       52   52.0000       5.24968       5.24968       5.24968      0.605330      0.213772E-01  0.470113E-02  -200.775      -52.7912      -88.1342       78.5408       0.00000      -337.204       16.0500      0.500000       5.00000       4.00000      0.272930       0.00000       0.00000       0.00000       0.00000    
       53   53.0000       5.09266       5.09266       5.09266      0.161082      0.569030E-02  0.394592E-02  -150.728      -38.3068      -58.9421       70.4658       0.00000      -336.444       16.0500      0.500000      0.367129       5.11204     -0.576465E-01   0.00000       0.00000       0.00000       0.00000    
       54   54.0000       4.98986       4.98986       4.98986      0.273467      0.966226E-02  0.413877E-02  -186.110      -53.0857      -71.9723       83.2645       0.00000      -335.947       16.0500      0.500000      0.246660       5.15542     -0.732933       0.00000       0.00000       0.00000       0.00000    
       55   55.0000       4.85898       4.85898       4.85898      0.282489      0.998353E-02  0.367326E-02  -176.797      -41.1547      -67.7989       98.1697       0.00000      -335.315       16.0500      0.500000      0.442295       5.08409     -0.555763       0.00000       0.00000       0.00000       0.00000    
       56   56.0000       4.75892       4.75892       4.75892      0.287213      0.101524E-01  0.298309E-02  -119.240      -28.6789      -50.9446       73.5207       0.00000      -334.833       16.0500      0.500000      0.423874       5.09066     -0.854637       0.00000       0.00000       0.00000       0.00000    
       57   57.0000       4.70142       4.70142       4.70142      0.223683      0.790762E-02  0.171760E-02  -67.3687      -9.71626      -31.4447       64.1801       0.00000      -334.556       16.0500      0.500000      0.468562       5.07468     -0.869910       0.00000       0.00000       0.00000       0.00000    
       58   58.0000       4.69844       4.69844       4.69844      0.368203      0.130167E-01  0.199654E-02  -81.5863      -15.4179      -33.2397       72.9649       0.00000      -334.542       16.0500      0.500000      0.542564       5.04836     -0.704257       0.00000       0.00000       0.00000       0.00000    
       59   59.0000       4.68830       4.68830       4.68830      0.336303      0.118893E-01   0.00000      -49.2958       5.76643      -23.8431       78.0866       0.00000      -334.493       16.0500      0.500000      0.594365       5.03008     -0.627946       0.00000       0.00000       0.00000       0.00000    
       60   60.0000       4.72600       4.72600       4.72600      0.150573      0.532279E-02   0.00000      -105.179      -7.13528      -30.6543       123.507       0.00000      -334.674       16.0500      0.500000      0.674983       5.00181     -0.446203       0.00000       0.00000       0.00000       0.00000    
       61   61.0000       4.75007       4.75007       4.75007      0.315927      0.111676E-01  0.152205E-02  -82.1152      -2.53191      -43.3987       85.6011       0.00000      -334.790       16.0500      0.500000      0.733757       4.98139     -0.344259       0.00000       0.00000       0.00000       0.00000    
       62   62.0000       4.75498       4.75498       4.75498      0.385774      0.136365E-01   0.00000      -42.3741       3.18532      -31.7485       48.5910       0.00000      -334.814       16.0500      0.500000      0.767439       4.96977     -0.305627       0.00000       0.00000       0.00000       0.00000    
       63   63.0000       4.76334       4.76334       4.76334      0.424655      0.150106E-01   0.00000      -66.8045       12.5654      -28.3928       116.493       0.00000      -334.854       16.0500      0.500000      0.801492       4.95806     -0.265307       0.00000       0.00000       0.00000       0.00000    
       64   64.0000       4.82736       4.82736       4.82736      0.689292      0.243619E-01   0.00000       39.4983       35.8983       11.1406       42.3442       0.00000      -335.163       16.0500      0.500000      0.892543       4.92690     -0.121778       0.00000       0.00000       0.00000       0.00000    
       65   65.0000       4.93242       4.93242       4.93242      0.707009      0.249831E-01   0.00000       57.6851       39.9160       24.7456       43.2980       0.00000      -335.670       16.0500      0.500000       5.00000       4.00000      0.203640       0.00000       0.00000       0.00000       0.00000    
       66   66.0000       5.06159       5.06159       5.06159      0.645462      0.228026E-01   0.00000       86.7288       50.6384       41.4443       43.5725       0.00000      -336.294       16.0500      0.500000       5.00000       4.00000      0.231850       0.00000       0.00000       0.00000       0.00000    
       67   67.0000       5.22830       5.22830       5.22830      0.725571      0.256245E-01   0.00000       45.2203       43.8055       21.7928       84.5266       0.00000      -337.101       16.0500      0.500000       5.00000       4.00000      0.268260       0.00000       0.00000       0.00000       0.00000    
       68   68.0000       5.39425       5.39425       5.39425      0.993636      0.350804E-01  0.231021E-02  -81.7717      -14.2885      -40.2835       77.5448       0.00000      -337.905       16.0500      0.500000       5.00000       4.00000      0.304504       0.00000       0.00000       0.00000       0.00000    
       69   69.0000       5.38844       5.38844       5.38844      0.949293      0.335153E-01  0.471165E-02  -239.728      -57.0193      -98.5640       137.174       0.00000      -337.877       16.0500      0.500000       5.00000       4.00000      0.303236       0.00000       0.00000       0.00000       0.00000    
       70   70.0000       5.25661       5.25661       5.25661      0.473031      0.167048E-01  0.423756E-02  -221.459      -50.0343      -92.0817       143.379       0.00000      -337.238       16.0500      0.500000       5.00000       4.00000      0.274444       0.00000       0.00000       0.00000       0.00000    
       71   71.0000       5.15618       5.15618       5.15618      0.497924      0.175873E-01  0.154812E-02  -102.785      -17.7891      -39.6988       111.919       0.00000      -336.752       16.0500      0.500000       5.00000       4.00000      0.252510       0.00000       0.00000       0.00000       0.00000    
       72   72.0000       5.16757       5.16757       5.16757      0.491747      0.173687E-01   0.00000      -75.2439      -8.32802      -37.7091       89.9142       0.00000      -336.807       16.0500      0.500000       5.00000       4.00000      0.254996       0.00000       0.00000       0.00000       0.00000    
       73   73.0000       5.18604       5.18604       5.18604      0.682018      0.240883E-01   0.00000      -81.2127      -5.70326      -30.6982       119.053       0.00000      -336.896       16.0500      0.500000       5.00000       4.00000      0.259031       0.00000       0.00000       0.00000       0.00000    
       74   74.0000       5.23421       5.23421       5.23421      0.323879      0.114381E-01  0.273118E-02  -143.766      -26.1500      -59.4388       134.639       0.00000      -337.129       16.0500      0.500000       5.00000       4.00000      0.269551       0.00000       0.00000       0.00000       0.00000    
       75   75.0000       5.22217       5.22217       5.22217      0.685133      0.241966E-01   0.00000      -81.8380      -15.1415      -35.6459       94.6988       0.00000      -337.071       16.0500      0.500000       5.00000       4.00000      0.266921       0.00000       0.00000       0.00000       0.00000    
       76   76.0000       5.23831       5.23831       5.23831      0.345559      0.122036E-01   0.00000      -92.5670      -12.5015      -37.4680       117.959       0.00000      -337.149       16.0500      0.500000       5.00000       4.00000      0.270447       0.00000       0.00000       0.00000       0.00000    
       77   77.0000       5.27051       5.27051       5.27051      0.455505      0.160855E-01  0.248013E-02  -134.576      -28.5384      -53.3111       132.297       0.00000      -337.305       16.0500      0.500000       5.00000       4.00000      0.277479       0.00000       0.00000       0.00000       0.00000    
       78   78.0000       5.26723       5.26723       5.26723      0.160276      0.565993E-02   0.00000      -124.153      -19.3709      -40.8844       152.417       0.00000      -337.289       16.0500      0.500000       5.00000       4.00000      0.276763       0.00000       0.00000       0.00000       0.00000    
       79   79.0000       5.30310       5.30310       5.30310       1.24282      0.438856E-01  0.273600E-02  -57.4223      -9.50928      -29.8892       37.1321       0.00000      -337.463       16.0500      0.500000       5.00000       4.00000      0.284597       0.00000       0.00000       0.00000       0.00000    
       80   80.0000       5.27673       5.27673       5.27673       1.14024      0.402655E-01   0.00000       47.5951       32.7017       23.1914       35.2559       0.00000      -337.335       16.0500      0.500000       5.00000       4.00000      0.278838       0.00000       0.00000       0.00000       0.00000    
       81   81.0000       5.38256       5.38256       5.38256      0.878103      0.310022E-01   0.00000      -26.5965       9.53553      -17.0325       89.1546       0.00000      -337.849       16.0500      0.500000       5.00000       4.00000      0.301952       0.00000       0.00000       0.00000       0.00000    
       82   82.0000       5.46236       5.46236       5.46236      0.939502      0.331649E-01  0.270597E-02  -131.785      -23.8497      -61.7817       126.240       0.00000      -338.236       16.0500      0.500000       5.00000       4.00000      0.319379       0.00000       0.00000       0.00000       0.00000    
       83   83.0000       5.45484       5.45484       5.45484      0.837537      0.295659E-01  0.332603E-02  -182.677      -31.9089      -81.6374       163.106       0.00000      -338.199       16.0500      0.500000       5.00000       4.00000      0.317737       0.00000       0.00000       0.00000       0.00000    
       84   84.0000       5.42935       5.42935       5.42935      0.629662      0.222288E-01  0.389529E-02  -204.900      -42.9007      -92.5408       159.258       0.00000      -338.076       16.0500      0.500000       5.00000       4.00000      0.312170       0.00000       0.00000       0.00000       0.00000    
       85   85.0000       5.37045       5.37045       5.37045      0.511935      0.180747E-01  0.380991E-02  -217.294      -47.9614      -92.5576       175.321       0.00000      -337.790       16.0500      0.500000       5.00000       4.00000      0.299306       0.00000       0.00000       0.00000       0.00000    
       86   86.0000       5.31627       5.31627       5.31627      0.691859      0.244298E-01  0.357263E-02  -208.282      -46.1740      -86.9302       175.453       0.00000      -337.527       16.0500      0.500000       5.00000       4.00000      0.287473       0.00000       0.00000       0.00000       0.00000    
       87   87.0000       5.27382       5.27382       5.27382      0.844663      0.298278E-01  0.249595E-02  -188.867      -29.0854      -81.1532       194.133       0.00000      -337.321       16.0500      0.500000       5.00000       4.00000      0.278203       0.00000       0.00000       0.00000       0.00000    
       88   88.0000       5.28021       5.28021       5.28021      0.573236      0.202426E-01  0.231599E-02  -196.946      -28.9369      -85.2424       207.950       0.00000      -337.352       16.0500      0.500000       5.00000       4.00000      0.279599       0.00000       0.00000       0.00000       0.00000    
       89   89.0000       5.29396       5.29396       5.29396      0.875429      0.309130E-01  0.210317E-02  -115.254      -17.4238      -62.4635       118.938       0.00000      -337.419       16.0500      0.500000       5.00000       4.00000      0.282601       0.00000       0.00000       0.00000       0.00000    
       90   90.0000       5.29832       5.29832       5.29832       1.02096      0.360516E-01   0.00000      -90.8326       12.9446      -49.9568       185.764       0.00000      -337.440       16.0500      0.500000       5.00000       4.00000      0.283553       0.00000       0.00000       0.00000       0.00000    
       91   91.0000       5.41963       5.41963       5.41963      0.654820      0.231174E-01   0.00000      -119.718       17.5422      -61.6721       239.560       0.00000      -338.028       16.0500      0.500000       5.00000       4.00000      0.310047       0.00000       0.00000       0.00000       0.00000    
       92   92.0000       5.57283       5.57283       5.57283      0.507700      0.179183E-01   0.00000      -126.113       15.3014      -63.3213       268.548       0.00000      -338.773       16.0500      0.500000       5.00000       4.00000      0.343507       0.00000       0.00000       0.00000       0.00000    
       93   93.0000       5.75495       5.75495       5.75495      0.484021      0.170766E-01   0.00000      -129.336       15.3008      -64.7320       254.443       0.00000      -339.659       16.0500      0.500000       5.00000       4.00000      0.383282       0.00000       0.00000       0.00000       0.00000    
       94   94.0000       5.91481       5.91481       5.91481      0.355429      0.125360E-01   0.00000      -103.771       18.8798      -57.7844       222.853       0.00000      -340.438       16.0500      0.500000       5.00000       4.00000      0.418195       0.00000       0.00000       0.00000       0.00000    
       95   95.0000       6.06691       6.06691       6.06691      0.298360      0.105201E-01   0.00000      -90.4935       15.0659      -52.3020       193.687       0.00000      -341.181       16.0500      0.500000       5.00000       4.00000      0.451412       0.00000       0.00000       0.00000       0.00000    
       96   96.0000       6.19859       6.19859       6.19859      0.772545      0.272328E-01   0.00000      -48.5421       17.6398      -41.0208       124.794       0.00000      -341.825       16.0500      0.500000       5.00000       4.00000      0.480172       0.00000       0.00000       0.00000       0.00000    
       97   97.0000       6.29571       6.29571       6.29571       1.02725      0.362045E-01   0.00000      -57.6620       26.3066      -36.8802       188.894       0.00000      -342.301       16.0500      0.500000       5.00000       4.00000      0.501383       0.00000       0.00000       0.00000       0.00000    
       98   98.0000       6.46327       6.46327       6.46327      0.574942      0.202569E-01   0.00000      -63.5476       32.1890      -43.6707       204.919       0.00000      -343.123       16.0500      0.500000       5.00000       4.00000      0.537978       0.00000       0.00000       0.00000       0.00000    
       99   99.0000       6.64377       6.64377       6.64377      0.400404      0.141025E-01   0.00000       10.7821       34.1873       5.99687       144.491       0.00000      -344.009       16.0500      0.500000       5.00000       4.00000      0.577400       0.00000       0.00000       0.00000       0.00000    
      100   100.000       6.84205       6.84205       6.84205      0.373271      0.131419E-01   0.00000       30.4146       41.7616       21.5237       158.905       0.00000      -344.986       16.0500      0.500000       5.00000       4.00000      0.620704       0.00000       0.00000       0.00000       0.00000    
      101   101.000       7.08391       7.08391       7.08391      0.431759      0.151941E-01   0.00000      -26.5172       28.7581      -12.1271       179.684       0.00000      -346.179       16.0500      0.500000       5.00000       4.00000      0.673525       0.00000       0.00000       0.00000       0.00000    
      102   102.000       7.27936       7.27936       7.27936      0.707238      0.248792E-01   0.00000       38.7756       36.3805       15.7243       72.6395       0.00000      -347.146       16.0500      0.500000       5.00000       4.00000      0.716212       0.00000       0.00000       0.00000       0.00000    
      103   103.000       7.42124       7.42124       7.42124       1.56805      0.551457E-01   0.00000       56.0200       52.4101       37.2894       183.278       0.00000      -347.849       16.0500      0.500000       5.00000       4.00000      0.747199       0.00000       0.00000       0.00000       0.00000    
      104   104.000       7.72700       7.72700       7.72700       1.06383      0.373911E-01   0.00000       61.6098       47.6284       32.2099       127.951       0.00000      -349.368       16.0500      0.500000       5.00000       4.00000      0.813976       0.00000       0.00000       0.00000       0.00000    
      105   105.000       7.96891       7.96891       7.96891       1.14235      0.401324E-01   0.00000      -42.3969       41.5679      -16.4018       270.171       0.00000      -350.573       16.0500      0.500000       5.00000       4.00000      0.866811       0.00000       0.00000       0.00000       0.00000    
      106   106.000       8.25974       8.25974       8.25974       1.33895      0.470129E-01   0.00000       68.7432       41.0463       39.2287       65.7284       0.00000      -352.026       16.0500      0.500000       5.00000       4.00000      0.930328       0.00000       0.00000       0.00000       0.00000    
      107   107.000       8.43090       8.43090       8.43090       1.24391      0.436616E-01   0.00000      -37.8985       16.8358      -7.86667       186.991       0.00000      -352.883       16.0500      0.500000       5.00000       4.00000      0.967709       0.00000       0.00000       0.00000       0.00000    
      108   108.000       8.62076       8.62076       8.62076      0.400769      0.140620E-01   0.00000      -71.2361       23.5617      -37.0337       224.420       0.00000      -353.836       16.0500      0.500000       5.00000       4.00000       1.00917       0.00000       0.00000       0.00000       0.00000    
      109   109.000       8.81580       8.81580       8.81580      0.734932      0.257774E-01   0.00000      -48.7914       23.7555      -25.5706       192.994       0.00000      -354.817       16.0500      0.500000       5.00000       4.00000       1.05177       0.00000       0.00000       0.00000       0.00000    
      110   110.000       8.99928       8.99928       8.99928      0.767825      0.269216E-01   0.00000      -49.4457       21.2131      -16.1114       213.943       0.00000      -355.741       16.0500      0.500000       5.00000       4.00000       1.09184       0.00000       0.00000       0.00000       0.00000    
      111   111.000       9.20872       9.20872       9.20872      0.778602      0.272885E-01   0.00000       10.7286       33.9856       5.16677       144.901       0.00000      -356.798       16.0500      0.500000       5.00000       4.00000       1.13758       0.00000       0.00000       0.00000       0.00000    
      112   112.000       9.40673       9.40673       9.40673      0.611869      0.214366E-01   0.00000       12.4851       44.7920       6.90161       186.322       0.00000      -357.800       16.0500      0.500000       5.00000       4.00000       1.18083       0.00000       0.00000       0.00000       0.00000    
      113   113.000       9.66003       9.66003       9.66003      0.404063      0.141494E-01   0.00000       30.7905       33.2462       16.2850       87.3660       0.00000      -359.085       16.0500      0.500000       5.00000       4.00000       1.23615       0.00000       0.00000       0.00000       0.00000    
      114   114.000       9.80989       9.80989       9.80989      0.428668      0.150066E-01   0.00000      -104.765       5.66268      -45.8521       235.274       0.00000      -359.847       16.0500      0.500000       5.00000       4.00000       1.26888       0.00000       0.00000       0.00000       0.00000    
      115   115.000       9.97554       9.97554       9.97554      0.793126      0.277566E-01   0.00000      -164.051      -15.1691      -73.6383       253.886       0.00000      -360.690       16.0500      0.500000       5.00000       4.00000       1.30506       0.00000       0.00000       0.00000       0.00000    
